,#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
574,573,Magneuris Sierra,LAA,45.0,91.0,96.0,15.0,11.0,1.0,3.0,0.0,7.0,5.0,4.0,0.0,25.0,0.0,0.0,1.0,0.0,6.0,1.0,0.165
575,574,Travis Jankowski,- - -,44.0,55.0,64.0,9.0,9.0,0.0,0.0,0.0,11.0,2.0,8.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.164
576,575,Austin Hedges,CLE,105.0,294.0,338.0,48.0,37.0,4.0,0.0,7.0,26.0,30.0,25.0,0.0,78.0,6.0,3.0,10.0,12.0,2.0,0.0,0.163
577,576,Vidal Brujan,TBR,52.0,147.0,162.0,24.0,16.0,5.0,0.0,3.0,13.0,16.0,12.0,0.0,37.0,1.0,2.0,0.0,2.0,5.0,5.0,0.163
578,577,Stephen Vogt,OAK,70.0,168.0,191.0,27.0,15.0,4.0,1.0,7.0,18.0,23.0,17.0,0.0,46.0,2.0,4.0,0.0,4.0,1.0,0.0,0.161
579,578,Joey Gallo,- - -,126.0,350.0,410.0,56.0,27.0,8.0,2.0,19.0,48.0,47.0,56.0,0.0,163.0,3.0,1.0,0.0,0.0,3.0,0.0,0.16
580,579,Eddy Alvarez,LAD,14.0,25.0,27.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.16
581,580,Korey Lee,HOU,12.0,25.0,26.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16
582,581,Meibrys Viloria,TEX,26.0,63.0,75.0,10.0,7.0,1.0,0.0,2.0,10.0,5.0,11.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.159
583,582,Steven Souza Jr.,SEA,6.0,19.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.158
584,583,Guillermo Heredia,ATL,74.0,76.0,82.0,12.0,5.0,3.0,1.0,3.0,12.0,8.0,6.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.158
585,584,Donovan Walton,- - -,25.0,76.0,78.0,12.0,3.0,8.0,0.0,1.0,9.0,8.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.158
586,585,Paul DeJong,STL,77.0,210.0,237.0,33.0,18.0,9.0,0.0,6.0,19.0,25.0,21.0,0.0,79.0,4.0,2.0,0.0,2.0,3.0,2.0,0.157
587,586,Austin Romine,- - -,51.0,129.0,136.0,20.0,14.0,3.0,0.0,3.0,10.0,9.0,4.0,0.0,46.0,1.0,0.0,2.0,2.0,0.0,0.0,0.155
588,587,Zack Collins,- - -,36.0,97.0,108.0,15.0,7.0,4.0,0.0,4.0,9.0,11.0,9.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.155
589,588,Max Schrock,CIN,13.0,26.0,27.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154
590,589,Sebastian Rivero,KCR,17.0,26.0,29.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.154
591,590,Jeter Downs,BOS,14.0,39.0,41.0,6.0,4.0,1.0,0.0,1.0,4.0,4.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.154
592,591,Steven Duggar,- - -,29.0,72.0,80.0,11.0,7.0,3.0,1.0,0.0,7.0,4.0,7.0,0.0,41.0,0.0,1.0,0.0,0.0,5.0,1.0,0.153
593,592,Jose Barrero,CIN,48.0,165.0,174.0,25.0,20.0,3.0,0.0,2.0,13.0,10.0,9.0,0.0,76.0,0.0,0.0,0.0,4.0,4.0,1.0,0.152
594,593,Robinson Cano,- - -,33.0,100.0,104.0,15.0,13.0,1.0,0.0,1.0,5.0,4.0,4.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15
595,594,Ben DeLuzio,STL,22.0,20.0,25.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15
596,595,Michael Perez,- - -,45.0,121.0,132.0,18.0,12.0,0.0,0.0,6.0,10.0,14.0,10.0,0.0,32.0,0.0,0.0,1.0,2.0,1.0,0.0,0.149
597,596,Phil Gosselin,- - -,34.0,74.0,77.0,11.0,10.0,0.0,1.0,0.0,6.0,2.0,2.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.149
598,597,Mike Zunino,TBR,36.0,115.0,123.0,17.0,9.0,3.0,0.0,5.0,7.0,16.0,6.0,0.0,46.0,1.0,1.0,0.0,2.0,0.0,0.0,0.148
599,598,Matt Davidson,- - -,13.0,34.0,37.0,5.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.147
600,599,Kody Clemens,DET,57.0,117.0,127.0,17.0,8.0,4.0,0.0,5.0,13.0,17.0,8.0,0.0,33.0,0.0,2.0,0.0,1.0,1.0,0.0,0.145
601,600,Brett Phillips,- - -,83.0,201.0,225.0,29.0,18.0,6.0,0.0,5.0,22.0,15.0,16.0,0.0,94.0,3.0,1.0,4.0,0.0,7.0,0.0,0.144
602,601,Manny Pina,ATL,5.0,14.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.143
603,602,Terrance Gore,NYM,10.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.143
604,603,Gosuke Katoh,TOR,8.0,7.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.143
605,604,Mark Payton,CHW,8.0,21.0,25.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143
606,605,Chad Wallach,LAA,12.0,35.0,40.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.143
607,606,Kelvin Gutierrez,BAL,12.0,28.0,33.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.143
608,607,Jermaine Palacios,MIN,30.0,70.0,77.0,10.0,8.0,0.0,0.0,2.0,8.0,6.0,4.0,0.0,27.0,0.0,2.0,1.0,2.0,0.0,0.0,0.143
609,608,Kyle Lewis,SEA,18.0,56.0,62.0,8.0,5.0,0.0,0.0,3.0,6.0,5.0,5.0,0.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.143
610,609,Simon Muzziotti,PHI,9.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.143
611,610,Rylan Bannon,- - -,5.0,14.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.143
612,611,Michael Papierski,- - -,39.0,91.0,103.0,13.0,11.0,1.0,0.0,1.0,7.0,4.0,10.0,0.0,26.0,0.0,0.0,2.0,4.0,0.0,0.0,0.143
613,612,Payton Henry,MIA,15.0,28.0,35.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.143
614,613,Jarred Kelenic,SEA,54.0,163.0,181.0,23.0,10.0,5.0,1.0,7.0,20.0,17.0,16.0,0.0,61.0,1.0,1.0,0.0,3.0,5.0,2.0,0.141
615,614,Adalberto Mondesi,KCR,15.0,50.0,54.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,0.14
616,615,David MacKinnon,- - -,22.0,50.0,57.0,7.0,7.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.14
617,616,Nick Plummer,NYM,14.0,29.0,31.0,4.0,1.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.138
618,617,Ryan Aguilar,LAA,7.0,22.0,26.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.136
619,618,Chuckie Robinson,CIN,25.0,59.0,60.0,8.0,4.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,17.0,0.0,0.0,1.0,5.0,0.0,0.0,0.136
620,619,Willie Calhoun,- - -,22.0,52.0,62.0,7.0,3.0,3.0,0.0,1.0,7.0,3.0,9.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.135
621,620,Jonathan Arauz,- - -,15.0,38.0,41.0,5.0,4.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.132
622,621,Andrew Knapp,- - -,16.0,39.0,46.0,5.0,4.0,1.0,0.0,0.0,4.0,4.0,5.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.128
623,622,Ender Inciarte,NYM,11.0,8.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
624,623,Justin Upton,SEA,17.0,48.0,57.0,6.0,4.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.125
625,624,Jason Krizan,SFG,3.0,8.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
626,625,Jose Rojas,LAA,22.0,56.0,57.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125
627,626,Brent Rooker,- - -,16.0,32.0,36.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.125
628,627,Yainer Diaz,HOU,6.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
629,628,Bradley Zimmer,- - -,109.0,105.0,117.0,13.0,6.0,5.0,0.0,2.0,18.0,5.0,5.0,0.0,45.0,6.0,0.0,1.0,0.0,3.0,2.0,0.124
630,629,Alex Dickerson,ATL,13.0,33.0,36.0,4.0,3.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.121
631,630,Dom Nunez,COL,14.0,33.0,41.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.121
632,631,Kevin Padlo,- - -,13.0,33.0,34.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.121
633,632,Mark Contreras,MIN,28.0,58.0,61.0,7.0,3.0,1.0,0.0,3.0,9.0,6.0,1.0,0.0,21.0,1.0,1.0,0.0,2.0,1.0,0.0,0.121
634,633,Bobby Bradley,CLE,8.0,17.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118
635,634,Niko Goodrum,HOU,15.0,43.0,45.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.116
636,635,Jason Castro,HOU,34.0,78.0,88.0,9.0,6.0,2.0,0.0,1.0,6.0,3.0,8.0,0.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,0.115
637,636,Anthony Bemboom,BAL,22.0,52.0,59.0,6.0,3.0,2.0,0.0,1.0,4.0,1.0,6.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.115
638,637,Michael Hermosillo,CHC,31.0,61.0,73.0,7.0,5.0,2.0,0.0,0.0,7.0,4.0,7.0,0.0,27.0,4.0,0.0,1.0,0.0,1.0,0.0,0.115
639,638,Lenyn Sosa,CHW,11.0,35.0,36.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.114
640,639,Bryce Johnson,SFG,11.0,18.0,19.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
641,640,Ivan Herrera,STL,11.0,18.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.111
642,641,Ford Proctor,SFG,7.0,18.0,22.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.111
643,642,Travis Swaggerty,PIT,5.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
644,643,Yolmer Sanchez,- - -,17.0,37.0,44.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,2.0,0.108
645,644,Chris Owings,BAL,27.0,56.0,68.0,6.0,4.0,2.0,0.0,0.0,6.0,0.0,10.0,0.0,24.0,1.0,0.0,1.0,3.0,1.0,0.0,0.107
646,645,Matthew Batten,SDP,15.0,19.0,22.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.105
647,646,Heliot Ramos,SFG,9.0,20.0,22.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
648,647,Estevan Florial,NYY,17.0,31.0,35.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.097
649,648,Billy McKinney,OAK,23.0,52.0,57.0,5.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.096
650,649,Matt Beaty,SDP,20.0,43.0,47.0,4.0,2.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,0.093
651,650,Dillon Thomas,LAA,8.0,11.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.091
652,651,Miguel Sano,MIN,20.0,60.0,71.0,5.0,4.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,0.083
653,652,Kevin Pillar,LAD,4.0,12.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.083
654,653,Yonny Hernandez,ARI,12.0,24.0,28.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.083
655,654,Bryan Lavastida,CLE,6.0,12.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083
656,655,Tim Beckham,MIN,12.0,25.0,25.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08
657,656,Lucius Fox,WSN,10.0,25.0,28.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08
658,657,Israel Pineda,WSN,4.0,13.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077
659,658,Austin Allen,OAK,5.0,14.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.071
660,659,Steele Walker,TEX,5.0,14.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071
661,660,Caleb Hamilton,MIN,22.0,18.0,23.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056
662,661,Billy Hamilton,- - -,37.0,20.0,23.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,10.0,1.0,0.05
663,662,Jose Godoy,- - -,10.0,20.0,22.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
664,663,Tommy Hunter,NYM,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,664,Matt Bush,- - -,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,665,Adam Ottavino,NYM,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,666,Oliver Perez,ARI,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,667,Sean Doolittle,WSN,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,668,Matt Moore,TEX,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,669,Zack Greinke,KCR,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,670,Clayton Kershaw,LAD,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,671,Adam Wainwright,STL,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,672,Corey Kluber,TBR,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,673,Lance Lynn,CHW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,674,Jhoulys Chacin,COL,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,675,Ross Detwiler,CIN,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,676,Kenley Jansen,ATL,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,677,Max Scherzer,NYM,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,678,David Price,LAD,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,679,T.J. McFarland,STL,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,680,Zack Britton,NYY,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,681,Joe Smith,MIN,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,682,Anibal Sanchez,WSN,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,683,Darren O'Day,ATL,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,684,Liam Hendriks,CHW,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,685,Mark Melancon,ARI,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,686,Justin Wilson,CIN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,687,Charlie Morton,ATL,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,688,Rich Hill,BOS,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,689,Jake Diekman,- - -,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,690,Anthony Gose,CLE,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,691,Jeurys Familia,- - -,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,692,Jose Alvarez,SFG,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,693,Manny Banuelos,- - -,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,694,Michael Pineda,DET,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,695,Pedro Baez,HOU,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,696,Jesse Chavez,- - -,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,697,Arodys Vizcaino,KCR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,698,Madison Bumgarner,ARI,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,699,Ryan Brasier,BOS,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,700,Tyler Clippard,WSN,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,701,Huascar Brazoban,MIA,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,702,David Phelps,TOR,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,703,Chris Archer,MIN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,704,Jake Odorizzi,- - -,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,705,Trevor May,NYM,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,706,Jose Cisnero,DET,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,707,Steve Cishek,WSN,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,708,Alex Cobb,SFG,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,709,Carlos Carrasco,NYM,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,710,Craig Kimbrel,LAD,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,711,Alex Colome,COL,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,712,Johnny Cueto,CHW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,713,Chase Anderson,CIN,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,714,Martin Perez,TEX,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,715,Luis Garcia,SDP,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,716,Ian Kennedy,ARI,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
