date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2023-02-27, Garrett Mitchell, Willy Adames, William Contreras, Keston Hiura, Mike Brosseau, Owen Miller, Skye Bolt, Brice Turang, Joey Wiemer,MIL
2023-02-28, Christian Yelich, Willy Adames, Luis Urias, Rowdy Tellez, Brian Anderson, William Contreras, Tyler Naquin, Victor Caratini, Sal Frelick,MIL
2023-03-01, Garrett Mitchell, Sal Frelick, Luis Urias, Abraham Toro, Keston Hiura, Mike Brosseau, Owen Miller, Brice Turang, Payton Henry,MIL
2023-03-02, Christian Yelich, Willy Adames, Rowdy Tellez, William Contreras, Tyler Naquin, Brian Anderson, Abraham Toro, Skye Bolt, Blake Perkins,MIL
2023-03-03, Garrett Mitchell, Luis Urias, Victor Caratini, Mike Brosseau, Keston Hiura, Abraham Toro, Owen Miller, Brice Turang, Joey Wiemer,MIL
2023-03-04, Owen Miller, Willy Adames, Rowdy Tellez, William Contreras, Brian Anderson, Luke Voit, Monte Harrison, Skye Bolt, Blake Perkins,MIL
2023-03-05, Christian Yelich, Willy Adames, Luis Urias, Victor Caratini, Keston Hiura, Mike Brosseau, Abraham Toro, Garrett Mitchell, Joey Wiemer,MIL
2023-03-07, Christian Yelich, Jesse Winker, William Contreras, Luke Voit, Tyler Naquin, Brian Anderson, Garrett Mitchell, Owen Miller, Brice Turang,MIL
2023-03-09, Christian Yelich, Jesse Winker, Luke Voit, Victor Caratini, Brian Anderson, Tyler Naquin, Garrett Mitchell, Andruw Monasterio, Eddy Alvarez,MIL
2023-03-10, Brice Turang, Mike Brosseau, William Contreras, Luke Voit, Keston Hiura, Brian Anderson, Owen Miller, Joey Wiemer, Andruw Monasterio,MIL
2023-03-11, Christian Yelich, Mike Brosseau, Jesse Winker, Keston Hiura, Victor Caratini, Owen Miller, Tyler Naquin, Eddy Alvarez, Eric Brown Jr.,MIL
2023-03-12, Christian Yelich, Jesse Winker, William Contreras, Brian Anderson, Luke Voit, Brice Turang, Josh VanMeter, Skye Bolt, Blake Perkins,MIL
2023-03-13, Mike Brosseau, Brian Anderson, Luke Voit, William Contreras, Victor Caratini, Owen Miller, Joey Wiemer, Brice Turang, Mike Brosseau,MIL
2023-03-16, Christian Yelich, Brian Anderson, William Contreras, Luke Voit, Joey Wiemer, Josh VanMeter, Blake Perkins, Jon Singleton, Andruw Monasterio,MIL
2023-03-17, Brice Turang, Brian Anderson, Abraham Toro, Tyler Naquin, Victor Caratini, Keston Hiura, Owen Miller, Andruw Monasterio, Joey Wiemer,MIL
2023-03-18, Tyler Naquin, Willy Adames, Jesse Winker, Luke Voit, William Contreras, Mike Brosseau, Owen Miller, Brice Turang, Joey Wiemer,MIL
2023-03-19, Christian Yelich, Jesse Winker, Willy Adames, Brian Anderson, Mike Brosseau, Keston Hiura, Sal Frelick, Victor Caratini, Brice Turang,MIL
2023-03-20, Garrett Mitchell, Keston Hiura, Tyler Naquin, Luke Voit, William Contreras, Abraham Toro, Owen Miller, Joey Wiemer, Eddy Alvarez,MIL
2023-03-21, Christian Yelich, Jesse Winker, Willy Adames, Luke Voit, William Contreras, Brian Anderson, Mike Brosseau, Brice Turang, Owen Miller,MIL
2023-03-23, Christian Yelich, Willy Adames, Jesse Winker, Luis Urias, Rowdy Tellez, Victor Caratini, Brian Anderson, Tyler Naquin, Garrett Mitchell,MIL
2023-03-24a, Mike Brosseau, Owen Miller, Jesse Winker, Brian Anderson, Victor Caratini, Joey Wiemer, Sal Frelick, Eddy Alvarez, Josh VanMeter,MIL
2023-03-24b, Christian Yelich, Garrett Mitchell, Willy Adames, Rowdy Tellez, William Contreras, Tyler Naquin, Cam Devanney, Abraham Toro, Brice Turang,MIL
2023-03-25, Sal Frelick, Jesse Winker, Mike Brosseau, Abraham Toro, Brian Anderson, Joey Wiemer, Brice Turang, Brian Navarreto, Andruw Monasterio,MIL
2023-03-26, Christian Yelich, Garrett Mitchell, Willy Adames, Rowdy Tellez, Luis Urias, William Contreras, Owen Miller, Sal Frelick, Joey Wiemer,MIL
2023-03-27, Christian Yelich, Luke Voit, Willy Adames, Rowdy Tellez, William Contreras, Garrett Mitchell, Luis Urias, Brian Anderson, Brice Turang,MIL
2023-03-28, Mike Brosseau, Jesse Winker, Willy Adames, Luis Urias, Luis Urias, Luke Voit, Victor Caratini, Owen Miller, Brice Turang,MIL
2023-02-25, Tommy Edman, Tyler O'Neill, Paul Goldschmidt, Nolan Arenado, Willson Contreras, Dylan Carlson, Lars Nootbaar, Paul DeJong, Brendan Donovan,STL
2023-02-26, Tommy Edman, Tyler O'Neill, Juan Yepez, Nolan Arenado, Nolan Gorman, Jordan Walker, Alec Burleson, Andrew Knizner, Jose Fermin,STL
2023-02-27, Brendan Donovan, Lars Nootbaar, Paul Goldschmidt, Nolan Gorman, Paul DeJong, Dylan Carlson, Moises Gomez, Ivan Herrera, Masyn Winn,STL
2023-02-28, Brendan Donovan, Tyler O'Neill, Paul Goldschmidt, Nolan Arenado, Willson Contreras, Juan Yepez, Dylan Carlson, Jordan Walker, Jose Fermin,STL
2023-03-02, Brendan Donovan, Tyler O'Neill, Paul Goldschmidt, Nolan Arenado, Willson Contreras, Nolan Gorman, Juan Yepez, Dylan Carlson, Masyn Winn,STL
2023-03-03, Jordan Walker, Tyler O'Neill, Juan Yepez, Nolan Arenado, Alec Burleson, Taylor Motter, Andrew Knizner, Oscar Mercado, Masyn Winn,STL
2023-03-04, Brendan Donovan, Jordan Walker, Nolan Gorman, Willson Contreras, Juan Yepez, Paul DeJong, Moises Gomez, Juniel Querecuto, Mike Antico,STL
2023-03-05, Brendan Donovan, Tyler O'Neill, Paul Goldschmidt, Nolan Arenado, Jordan Walker, Nolan Gorman, Alec Burleson, Tres Barrera, Masyn Winn,STL
2023-03-06, Masyn Winn, Dylan Carlson, Juan Yepez, Willson Contreras, Alec Burleson, Taylor Motter, Moises Gomez, Juniel Querecuto, Victor Scott II,STL
2023-03-07, Brendan Donovan, Paul DeJong, Jordan Walker, Juan Yepez, Dylan Carlson, Nolan Gorman, Andrew Knizner, Taylor Motter, Moises Gomez,STL
2023-03-08, Brendan Donovan, Dylan Carlson, Jordan Walker, Juan Yepez, Nolan Gorman, Tres Barrera, Moises Gomez, Masyn Winn, Mike Antico,STL
2023-03-10, Brendan Donovan, Dylan Carlson, Jordan Walker, Nolan Gorman, Juan Yepez, Paul DeJong, Andrew Knizner, Moises Gomez, Masyn Winn,STL
2023-03-11, Brendan Donovan, Dylan Carlson, Willson Contreras, Jordan Walker, Nolan Gorman, Paul DeJong, Juan Yepez, Alec Burleson, Taylor Motter,STL
2023-03-12, Masyn Winn, Alec Burleson, Taylor Motter, Moises Gomez, Andrew Knizner, Juniel Querecuto, Kramer Robertson, Justin Toerner, Nathan Church,STL
2023-03-14, Brendan Donovan, Dylan Carlson, Jordan Walker, Willson Contreras, Nolan Gorman, Juan Yepez, Alec Burleson, Masyn Winn, Andrew Knizner,STL
2023-03-15, Masyn Winn, Dylan Carlson, Juan Yepez, Alec Burleson, Alec Burleson, Taylor Motter, Moises Gomez, Andrew Knizner, Kramer Robertson,STL
2023-03-16, Brendan Donovan, Jordan Walker, Nolan Gorman, Willson Contreras, Alec Burleson, Taylor Motter, Kramer Robertson, Nathan Church, Chase Pinder,STL
2023-03-17, Brendan Donovan, Dylan Carlson, Jordan Walker, Willson Contreras, Nolan Gorman, Juan Yepez, Andrew Knizner, Oscar Mercado, Masyn Winn,STL
2023-03-18, Tommy Edman, Dylan Carlson, Juan Yepez, Willson Contreras, Alec Burleson, Taylor Motter, Masyn Winn, Andrew Knizner, Chase Pinder,STL
2023-03-19, Brendan Donovan, Jordan Walker, Nolan Gorman, Taylor Motter, Alec Burleson, Andrew Knizner, Tres Barrera, Oscar Mercado, Scott Hurst,STL
2023-03-20, Brendan Donovan, Tommy Edman, Jordan Walker, Willson Contreras, Nolan Gorman, Juan Yepez, Dylan Carlson, Taylor Motter, Masyn Winn,STL
2023-03-21, Tommy Edman, Masyn Winn, Alec Burleson, Juan Yepez, Andrew Knizner, Pedro Pages, Kramer Robertson, Oscar Mercado, Matt Koperniak,STL
2023-03-22, Brendan Donovan, Tyler O'Neill, Jordan Walker, Willson Contreras, Taylor Motter, Nolan Gorman, Juan Yepez, Alec Burleson, Andrew Knizner,STL
2023-03-23, Tommy Edman, Tyler O'Neill, Paul Goldschmidt, Willson Contreras, Dylan Carlson, Jordan Walker, Lars Nootbaar, Masyn Winn, Brendan Donovan,STL
2023-03-24, Dylan Carlson, Nolan Gorman, Nolan Arenado, Alec Burleson, Taylor Motter, Juan Yepez, Masyn Winn, Andrew Knizner, Kramer Robertson,STL
2023-03-25a, Brendan Donovan, Lars Nootbaar, Paul Goldschmidt, Nolan Arenado, Willson Contreras, Tyler O'Neill, Jordan Walker, Nolan Gorman, Tommy Edman,STL
2023-03-25b, Masyn Winn, Alec Burleson, Taylor Motter, Justin Toerner, Pedro Pages, Luken Baker, Oscar Mercado, Kramer Robertson, Juniel Querecuto,STL
2023-03-26, Dylan Carlson, Andrew Knizner, Matt Koperniak, Luken Baker, Oscar Mercado, Scott Hurst, Kramer Robertson, Juniel Querecuto, Jeremy Rivas,STL
2023-03-27, Brendan Donovan, Lars Nootbaar, Paul Goldschmidt, Nolan Arenado, Willson Contreras, Tyler O'Neill, Nolan Gorman, Jordan Walker, Tommy Edman,STL
2023-02-25, Nico Hoerner, Dansby Swanson, Ian Happ, Cody Bellinger, Trey Mancini, Eric Hosmer, Patrick Wisdom, Yan Gomes, Brennen Davis,CHC
2023-02-26, Nick Madrigal, Zach McKinstry, Matt Mervis, Edwin Rios, Christopher Morel, Mike Tauchman, Nelson Velazquez, Tucker Barnhart, Ben DeLuzio,CHC
2023-02-27a, Miles Mastrobuoni, Ian Happ, Trey Mancini, Yan Gomes, Edwin Rios, Zach McKinstry, Matt Mervis, Mike Tauchman, Yonathan Perlaza,CHC
2023-02-27b, Nico Hoerner, Dansby Swanson, Eric Hosmer, David Bote, Nelson Velazquez, Pete Crow-Armstrong, Brennen Davis, Jake Slaughter, Dom Nunez,CHC
2023-02-28, Nick Madrigal, Tucker Barnhart, Matt Mervis, Christopher Morel, Mike Tauchman, Miles Mastrobuoni, Kevin Alcantara, Ben DeLuzio, James Triantos,CHC
2023-03-01, Nico Hoerner, Dansby Swanson, Ian Happ, Cody Bellinger, Trey Mancini, Edwin Rios, Yan Gomes, Nelson Velazquez, Christopher Morel,CHC
2023-03-02, Nico Hoerner, Ian Happ, Cody Bellinger, Eric Hosmer, Nick Madrigal, Tucker Barnhart, Mike Tauchman, Nelson Velazquez, Zach McKinstry,CHC
2023-03-03, Nick Madrigal, Dansby Swanson, Trey Mancini, Yan Gomes, Edwin Rios, Matt Mervis, Christopher Morel, David Bote, Brennen Davis,CHC
2023-03-04, Nico Hoerner, Ian Happ, Cody Bellinger, Eric Hosmer, Patrick Wisdom, Edwin Rios, Zach McKinstry, Tucker Barnhart, Mike Tauchman,CHC
2023-03-05, Nick Madrigal, Dansby Swanson, Ian Happ, Trey Mancini, Cody Bellinger, Yan Gomes, David Bote, Matt Mervis, Nelson Velazquez,CHC
2023-03-06, Nico Hoerner, Trey Mancini, Eric Hosmer, Patrick Wisdom, Christopher Morel, Mike Tauchman, Tucker Barnhart, Brennen Davis, Pete Crow-Armstrong,CHC
2023-03-07, Nick Madrigal, Cody Bellinger, Edwin Rios, Yan Gomes, Mike Tauchman, Christopher Morel, David Bote, Zach McKinstry, Sergio Alcantara,CHC
2023-03-09, Nico Hoerner, Ian Happ, Dansby Swanson, Trey Mancini, Eric Hosmer, Yan Gomes, Patrick Wisdom, Christopher Morel, Nick Madrigal,CHC
2023-03-10, Nick Madrigal, Ian Happ, Cody Bellinger, Eric Hosmer, Edwin Rios, Luis Torrens, Mike Tauchman, Zach McKinstry, Tucker Barnhart,CHC
2023-03-11, Nico Hoerner, Dansby Swanson, Trey Mancini, Edwin Rios, Yan Gomes, Patrick Wisdom, Mike Tauchman, Christopher Morel, Zach McKinstry,CHC
2023-03-12, Nico Hoerner, Ian Happ, Dansby Swanson, Trey Mancini, Cody Bellinger, Eric Hosmer, Patrick Wisdom, Nick Madrigal, Tucker Barnhart,CHC
2023-03-14, Nico Hoerner, Ian Happ, Dansby Swanson, Trey Mancini, Cody Bellinger, Eric Hosmer, Patrick Wisdom, Edwin Rios, Yan Gomes,CHC
2023-03-16, Nico Hoerner, Ian Happ, Dansby Swanson, Trey Mancini, Cody Bellinger, Eric Hosmer, Patrick Wisdom, Yan Gomes, Christopher Morel,CHC
2023-03-17a, Christopher Morel, Yan Gomes, Patrick Wisdom, Edwin Rios, Mike Tauchman, Zach McKinstry, David Bote, Jake Slaughter, Sergio Alcantara,CHC
2023-03-17b, Nico Hoerner, Ian Happ, Dansby Swanson, Trey Mancini, Cody Bellinger, Eric Hosmer, Nick Madrigal, Matt Mervis, Tucker Barnhart,CHC
2023-03-18, Nick Madrigal, Eric Hosmer, Patrick Wisdom, Edwin Rios, Mike Tauchman, Christopher Morel, Tucker Barnhart, David Bote, Zach McKinstry,CHC
2023-03-19, Nico Hoerner, Dansby Swanson, Ian Happ, Trey Mancini, Cody Bellinger, Yan Gomes, Edwin Rios, Mike Tauchman, Matt Mervis,CHC
2023-03-21, Nico Hoerner, Dansby Swanson, Ian Happ, Eric Hosmer, Patrick Wisdom, Nelson Velazquez, Matt Mervis, Tucker Barnhart, Christopher Morel,CHC
2023-03-22, Nick Madrigal, Trey Mancini, Cody Bellinger, Yan Gomes, Edwin Rios, Mike Tauchman, Miles Mastrobuoni, Ben DeLuzio, Zach McKinstry,CHC
2023-03-23, Dansby Swanson, Ian Happ, Trey Mancini, Cody Bellinger, Patrick Wisdom, Eric Hosmer, Edwin Rios, Tucker Barnhart, Miles Mastrobuoni,CHC
2023-03-24a, Christopher Morel, Tucker Barnhart, Patrick Wisdom, Edwin Rios, Luis Torrens, Mike Tauchman, David Bote, Nelson Velazquez, Zach McKinstry,CHC
2023-03-24b, Dansby Swanson, Ian Happ, Cody Bellinger, Trey Mancini, Eric Hosmer, Yan Gomes, Nick Madrigal, Miles Mastrobuoni, Luis Vazquez,CHC
2023-03-25, Nick Madrigal, Edwin Rios, Patrick Wisdom, Yan Gomes, Mike Tauchman, Christopher Morel, Miles Mastrobuoni, Zach McKinstry, BJ Murray Jr.,CHC
2023-03-26, Nico Hoerner, Dansby Swanson, Ian Happ, Patrick Wisdom, Trey Mancini, Cody Bellinger, Eric Hosmer, Christopher Morel, Tucker Barnhart,CHC
2023-03-27, Nico Hoerner, Dansby Swanson, Ian Happ, Cody Bellinger, Trey Mancini, Eric Hosmer, Yan Gomes, Edwin Rios, Miles Mastrobuoni,CHC
2023-03-28, Nick Madrigal, Tucker Barnhart, Pete Crow-Armstrong, Kevin Alcantara, Owen Caissie, Miguel Amaya, Chase Strumpf, BJ Murray Jr., Luis Vazquez,CHC
2023-02-25a, Corbin Carroll, Alek Thomas, Jake McCarthy, Emmanuel Rivera, Pavin Smith, Jordan Lawlar, Gabriel Moreno, Jake Hager, Dominic Miroglio,AZ
2023-02-25b, Ketel Marte, Josh Rojas, Lourdes Gurriel Jr., Christian Walker, Carson Kelly, Deyvison De Los Santos, Geraldo Perdomo, Dominic Fletcher, Jorge Barrosa,AZ
2023-02-26, Corbin Carroll, Pavin Smith, Jake McCarthy, Deyvison De Los Santos, Alek Thomas, Buddy Kennedy, Blaze Alexander, Geraldo Perdomo, Jose Herrera,AZ
2023-02-27, Ketel Marte, Josh Rojas, Lourdes Gurriel Jr., Christian Walker, Evan Longoria, Carson Kelly, Dominic Canzone, Jordan Lawlar, Dominic Fletcher,AZ
2023-02-28, Corbin Carroll, Alek Thomas, Jake McCarthy, Pavin Smith, Buddy Kennedy, Seth Beer, Gabriel Moreno, Phillip Evans, Geraldo Perdomo,AZ
2023-03-01, Ketel Marte, Josh Rojas, Lourdes Gurriel Jr., Christian Walker, Evan Longoria, Carson Kelly, Dominic Canzone, Blaze Alexander, Dominic Fletcher,AZ
2023-03-02, Corbin Carroll, Alek Thomas, Jake McCarthy, Emmanuel Rivera, Pavin Smith, Phillip Evans, Geraldo Perdomo, Buddy Kennedy, Jose Herrera,AZ
2023-03-03, Ketel Marte, Josh Rojas, Lourdes Gurriel Jr., Christian Walker, Evan Longoria, Dominic Canzone, Jordan Lawlar, Gabriel Moreno, Wilderd Patino,AZ
2023-03-04a, Corbin Carroll, Diego A. Castillo, Jake McCarthy, Emmanuel Rivera, Seth Beer, P.J. Higgins, Dominic Canzone, Blaze Alexander, Jose Herrera,AZ
2023-03-04b, Ketel Marte, Josh Rojas, Lourdes Gurriel Jr., Christian Walker, Evan Longoria, Pavin Smith, Carson Kelly, Alek Thomas, Geraldo Perdomo,AZ
2023-03-05, Corbin Carroll, Alek Thomas, Jake McCarthy, Emmanuel Rivera, Seth Beer, Kyle Lewis, Diego A. Castillo, Gabriel Moreno, Geraldo Perdomo,AZ
2023-03-06, Josh Rojas, Evan Longoria, Lourdes Gurriel Jr., Christian Walker, Dominic Canzone, Nick Ahmed, P.J. Higgins, Diego A. Castillo, Jose Herrera,AZ
2023-03-07, Corbin Carroll, Kyle Lewis, Jake McCarthy, Carson Kelly, Buddy Kennedy, Phillip Evans, Blaze Alexander, Diego A. Castillo, Geraldo Perdomo,AZ
2023-03-08, Josh Rojas, Evan Longoria, Lourdes Gurriel Jr., Christian Walker, Dominic Canzone, Nick Ahmed, P.J. Higgins, Diego A. Castillo, Gabriel Moreno,AZ
2023-03-10, Kyle Lewis, Jake McCarthy, Lourdes Gurriel Jr., Seth Beer, Buddy Kennedy, Dominic Canzone, Geraldo Perdomo, Jake Hager, Jose Herrera,AZ
2023-03-11, Nick Ahmed, Carson Kelly, Jake McCarthy, Christian Walker, Evan Longoria, Pavin Smith, Diego A. Castillo, Yairo Munoz, Dominic Canzone,AZ
2023-03-12, Corbin Carroll, Gabriel Moreno, Lourdes Gurriel Jr., Kyle Lewis, Seth Beer, Nick Ahmed, Buddy Kennedy, Yairo Munoz, Geraldo Perdomo,AZ
2023-03-13, Jake McCarthy, Pavin Smith, P.J. Higgins, Christian Walker, Buddy Kennedy, Diego A. Castillo, Yairo Munoz, Geraldo Perdomo, Jose Herrera,AZ
2023-03-14, Corbin Carroll, Nick Ahmed, Kyle Lewis, Seth Beer, Carson Kelly, Buddy Kennedy, Diego A. Castillo, Yairo Munoz, Jake Hager,AZ
2023-03-16, Corbin Carroll, Nick Ahmed, Carson Kelly, Phillip Evans, Caleb Roberts, Jake Hager, Jose Herrera, Tim Tawa, Channy Ortiz,AZ
2023-03-17, Kyle Lewis, Josh Rojas, Lourdes Gurriel Jr., Seth Beer, Carson Kelly, Diego A. Castillo, Yairo Munoz, Geraldo Perdomo, Tim Tawa,AZ
2023-03-18, Corbin Carroll, Gabriel Moreno, Evan Longoria, Christian Walker, Nick Ahmed, Buddy Kennedy, Phillip Evans, Yairo Munoz, Caleb Roberts,AZ
2023-03-19, Josh Rojas, Ketel Marte, Kyle Lewis, P.J. Higgins, Nick Ahmed, Jose Herrera, Dominic Canzone, Tim Tawa, Wilderd Patino,AZ
2023-03-20, Corbin Carroll, Emmanuel Rivera, Christian Walker, Phillip Evans, Geraldo Perdomo, Jake Hager, Caleb Roberts, Neyfy Castillo, Corbin Carroll,AZ
2023-03-21, Ketel Marte, Lourdes Gurriel Jr., Josh Rojas, Christian Walker, Kyle Lewis, Corbin Carroll, Nick Ahmed, Pavin Smith, Gabriel Moreno,AZ
2023-03-23a, Josh Rojas, Evan Longoria, Kyle Lewis, Christian Walker, Pavin Smith, Gabriel Moreno, Nick Ahmed, Dominic Canzone, Wilderd Patino,AZ
2023-03-23b, Corbin Carroll, Geraldo Perdomo, Lourdes Gurriel Jr., Emmanuel Rivera, P.J. Higgins, Alek Thomas, Phillip Evans, Jake Hager, Jose Herrera,AZ
2023-03-24, Josh Rojas, Evan Longoria, Kyle Lewis, Christian Walker, Corbin Carroll, Nick Ahmed, Jake McCarthy, P.J. Higgins, Alek Thomas,AZ
2023-03-25, Ketel Marte, Pavin Smith, Lourdes Gurriel Jr., Emmanuel Rivera, Phillip Evans, Geraldo Perdomo, Jose Herrera, Jake Hager, Tim Tawa,AZ
2023-03-26, Josh Rojas, Ketel Marte, Kyle Lewis, Christian Walker, Corbin Carroll, Nick Ahmed, Jake McCarthy, Gabriel Moreno, Alek Thomas,AZ
2023-03-27, Josh Rojas, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Evan Longoria, Corbin Carroll, Nick Ahmed, Jake McCarthy, Jose Herrera,AZ
2023-03-28, Josh Rojas, Ketel Marte, Kyle Lewis, Christian Walker, Corbin Carroll, Jake McCarthy, Gabriel Moreno, Alek Thomas, Geraldo Perdomo,AZ
2023-02-25, Gavin Lux, Freddie Freeman, J.D. Martinez, Will Smith, James Outman, Luke Williams, Steven Duggar, Miguel Vargas, Gavin Lux,LAD
2023-02-26, Miguel Rojas, Freddie Freeman, Chris Taylor, Max Muncy, Austin Barnes, David Peralta, Trayce Thompson, Michael Busch, Jonny DeLuca,LAD
2023-02-27, Mookie Betts, Jason Heyward, Will Smith, J.D. Martinez, Gavin Lux, Steven Duggar, Luke Williams, Devin Mann, Miguel Vargas,LAD
2023-02-28, Chris Taylor, Freddie Freeman, J.D. Martinez, Max Muncy, Austin Barnes, David Peralta, Trayce Thompson, Miguel Rojas, Michael Busch,LAD
2023-03-01, Mookie Betts, Trayce Thompson, Will Smith, Chris Taylor, Jason Heyward, James Outman, Yonny Hernandez, Michael Busch, Miguel Vargas,LAD
2023-03-02, David Peralta, Freddie Freeman, J.D. Martinez, Max Muncy, Austin Barnes, Jason Heyward, Miguel Rojas, James Outman, Miguel Vargas,LAD
2023-03-03, Mookie Betts, Freddie Freeman, Chris Taylor, Austin Barnes, Max Muncy, J.D. Martinez, Trayce Thompson, David Peralta, Jonny DeLuca,LAD
2023-03-04, Jason Heyward, Trayce Thompson, Will Smith, James Outman, Miguel Rojas, Michael Busch, Luke Williams, Steven Duggar, Miguel Vargas,LAD
2023-03-05, Mookie Betts, Freddie Freeman, Chris Taylor, Max Muncy, J.D. Martinez, David Peralta, Austin Barnes, James Outman, Bradley Zimmer,LAD
2023-03-06, Mookie Betts, Freddie Freeman, Will Smith, Max Muncy, J.D. Martinez, Jason Heyward, Chris Taylor, Miguel Rojas, Miguel Vargas,LAD
2023-03-08, Jason Heyward, Miguel Rojas, Max Muncy, Chris Taylor, James Outman, Michael Busch, Jonny DeLuca, Yonny Hernandez, Patrick Mazeika,LAD
2023-03-09, Jason Heyward, Miguel Vargas, Steven Duggar, J.D. Martinez, Michael Busch, Luke Williams, Yonny Hernandez, Bradley Zimmer, David Freitas,LAD
2023-03-10, Miguel Rojas, Chris Taylor, Max Muncy, J.D. Martinez, Miguel Vargas, James Outman, Andy Pages, Devin Mann, Hunter Feduccia,LAD
2023-03-11a, Jason Heyward, Miguel Vargas, Chris Taylor, Steven Duggar, Ryan Ward, Luke Williams, Bradley Zimmer, Devin Mann, David Freitas,LAD
2023-03-11b, Miguel Rojas, Max Muncy, J.D. Martinez, James Outman, Michael Busch, Andy Pages, Yonny Hernandez, Jonny DeLuca, Patrick Mazeika,LAD
2023-03-12, Jason Heyward, Chris Taylor, Steven Duggar, James Outman, Yonny Hernandez, Ryan Ward, Jonny DeLuca, Patrick Mazeika, Jason Heyward,LAD
2023-03-13, Jason Heyward, Miguel Rojas, Max Muncy, J.D. Martinez, Miguel Vargas, Michael Busch, Andy Pages, Hunter Feduccia, Jonny DeLuca,LAD
2023-03-16, Jason Heyward, Chris Taylor, Miguel Rojas, Max Muncy, J.D. Martinez, Miguel Vargas, James Outman, Hunter Feduccia, Devin Mann,LAD
2023-03-17, Jason Heyward, James Outman, Trayce Thompson, Max Muncy, J.D. Martinez, Chris Taylor, Miguel Vargas, Ryan Ward, Patrick Mazeika,LAD
2023-03-18, Jason Heyward, Freddie Freeman, Trayce Thompson, James Outman, Chris Taylor, Miguel Rojas, Yonny Hernandez, Hunter Feduccia, Devin Mann,LAD
2023-03-19, James Outman, Freddie Freeman, J.D. Martinez, Max Muncy, Trayce Thompson, Miguel Rojas, Miguel Vargas, Steven Duggar, Patrick Mazeika,LAD
2023-03-20, David Peralta, Chris Taylor, Jason Heyward, J.D. Martinez, Miguel Vargas, Steven Duggar, Luke Williams, Ryan Ward, David Freitas,LAD
2023-03-21a, David Peralta, Jason Heyward, Max Muncy, James Outman, Michael Busch, Devin Mann, Ryan Ward, Yonny Hernandez, Hunter Feduccia,LAD
2023-03-21b, Chris Taylor, Freddie Freeman, Trayce Thompson, J.D. Martinez, Miguel Rojas, Miguel Vargas, Jonny DeLuca, Jose Ramos, Patrick Mazeika,LAD
2023-03-22, James Outman, Austin Barnes, Max Muncy, Trayce Thompson, Miguel Rojas, Miguel Vargas, Steven Duggar, Ryan Ward, Bradley Zimmer,LAD
2023-03-23, David Peralta, Freddie Freeman, Will Smith, Jason Heyward, Chris Taylor, James Outman, Luke Williams, Steven Duggar, Devin Mann,LAD
2023-03-24, Mookie Betts, Freddie Freeman, J.D. Martinez, Max Muncy, Trayce Thompson, Chris Taylor, Miguel Vargas, Austin Barnes, Miguel Rojas,LAD
2023-03-25, Jason Heyward, James Outman, Will Smith, Steven Duggar, Luke Williams, Michael Busch, Yonny Hernandez, Bradley Zimmer, Devin Mann,LAD
2023-03-26, Mookie Betts, Freddie Freeman, J.D. Martinez, Max Muncy, Chris Taylor, Trayce Thompson, Miguel Vargas, Miguel Rojas, Austin Barnes,LAD
2023-03-27, Mookie Betts, Freddie Freeman, Will Smith, J.D. Martinez, Max Muncy, Chris Taylor, Trayce Thompson, Miguel Vargas, Miguel Rojas,LAD
2023-03-28, Mookie Betts, Freddie Freeman, Will Smith, J.D. Martinez, Max Muncy, Chris Taylor, Trayce Thompson, Miguel Vargas, Miguel Rojas,LAD
2023-02-25, LaMonte Wade Jr., Thairo Estrada, Joc Pederson, Stephen Piscotty, Brandon Crawford, Heliot Ramos, Blake Sabol, Casey Schmitt, Bryce Johnson,SF
2023-02-26, Michael Conforto, Mitch Haniger, Mike Yastrzemski, J.D. Davis, Isan Diaz, David Villar, Brett Wisely, Joey Bart, Clint Coulter,SF
2023-02-27, LaMonte Wade Jr., Thairo Estrada, Joc Pederson, Stephen Piscotty, Brandon Crawford, Heliot Ramos, Bryce Johnson, Casey Schmitt, Austin Wynns,SF
2023-02-28, Michael Conforto, Mitch Haniger, Isan Diaz, J.D. Davis, Brett Wisely, David Villar, Bryce Johnson, Joey Bart, Luis Matos,SF
2023-03-01, LaMonte Wade Jr., Thairo Estrada, Joc Pederson, Stephen Piscotty, Brandon Crawford, Roberto Perez, Heliot Ramos, Casey Schmitt, Vaun Brown,SF
2023-03-02, Michael Conforto, Mitch Haniger, Isan Diaz, J.D. Davis, Brett Wisely, David Villar, Bryce Johnson, Austin Wynns, Luis Matos,SF
2023-03-03a, LaMonte Wade Jr., Thairo Estrada, Blake Sabol, Stephen Piscotty, Casey Schmitt, Casey Schmitt, Heliot Ramos, Will Wilson, Luis Matos,SF
2023-03-03b, Mike Yastrzemski, Vaun Brown, Joc Pederson, Wilmer Flores, Brandon Crawford, Roberto Perez, Clint Coulter, Ford Proctor, Brett Auerbach,SF
2023-03-04a, Michael Conforto, Mitch Haniger, Ford Proctor, J.D. Davis, Joey Bart, Stephen Piscotty, Casey Schmitt, Bryce Johnson, Will Wilson,SF
2023-03-04b, Isan Diaz, Heliot Ramos, Brett Wisely, David Villar, Blake Sabol, Austin Wynns, Clint Coulter, Armando Alvarez, Grant McCray,SF
