date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,team
2024-02-26, Sal Frelick, William Contreras, Jackson Chourio, Joey Wiemer, Joey Ortiz, Andruw Monasterio, Owen Miller, Owen Miller, Eric Haase,MIL
2024-02-27, Garrett Mitchell, Sal Frelick, Willy Adames, Tyler Black, Joey Wiemer, Blake Perkins, Brice Turang, Oliver Dunn, Jeferson Quero,MIL
2024-02-28, Garrett Mitchell, William Contreras, Jake Bauers, Willy Adames, Jackson Chourio, Christian Arroyo, Blake Perkins, Andruw Monasterio, Vinny Capra,MIL
2024-02-29, Sal Frelick, Jackson Chourio, Tyler Black, Joey Wiemer, Brice Turang, Joey Ortiz, Oliver Dunn, Eric Haase, Brock Wilken,MIL
2024-03-01, Garrett Mitchell, William Contreras, Christian Yelich, Rhys Hoskins, Willy Adames, Tyler Black, Christian Arroyo, Brice Turang, Blake Perkins,MIL
2024-03-02, Sal Frelick, William Contreras, Oliver Dunn, Joey Wiemer, Jackson Chourio, Owen Miller, Joey Ortiz, Andruw Monasterio, Eric Haase,MIL
2024-03-03, Jackson Chourio, Christian Yelich, Willy Adames, Rhys Hoskins, Garrett Mitchell, Christian Arroyo, Brice Turang, Joey Wiemer, Jeferson Quero,MIL
2024-03-05, Sal Frelick, William Contreras, Willy Adames, Rhys Hoskins, Jake Bauers, Jackson Chourio, Brice Turang, Joey Ortiz, Blake Perkins,MIL
2024-03-06a, Jackson Chourio, Andruw Monasterio, Tyler Black, Christian Arroyo, Owen Miller, Blake Perkins, Joey Ortiz, Jeferson Quero, Chris Roller,MIL
2024-03-06b, Garrett Mitchell, William Contreras, Christian Yelich, Jake Bauers, Sal Frelick, Joey Wiemer, Brice Turang, Brice Turang, Oliver Dunn,MIL
2024-03-07, Andruw Monasterio, Rhys Hoskins, Joey Wiemer, Wes Clarke, Jeferson Quero, Vinny Capra, Brewer Hicklen, Yonny Hernandez, Luis Lara,MIL
2024-03-08a, Garrett Mitchell, William Contreras, Christian Yelich, Rhys Hoskins, Christian Arroyo, Brice Turang, Andruw Monasterio, Owen Miller, Luis Lara,MIL
2024-03-08b, Jackson Chourio, Sal Frelick, Jake Bauers, Oliver Dunn, Joey Ortiz, Tyler Black, Joey Wiemer, Eric Haase, Yonny Hernandez,MIL
2024-03-09a, Owen Miller, William Contreras, Gary Sanchez, Christian Arroyo, Wes Clarke, Vinny Capra, Luis Lara, Dylan O'Rae, Hedbert Perez,MIL
2024-03-09b, Jackson Chourio, Oliver Dunn, Brock Wilken, Joey Ortiz, Jeferson Quero, Brewer Hicklen, Ernesto Martinez Jr., Chris Roller, Eric Brown Jr.,MIL
2024-03-10, Garrett Mitchell, Rhys Hoskins, Christian Yelich, Willy Adames, Gary Sanchez, Sal Frelick, Eric Haase, Brice Turang, Joey Wiemer,MIL
2024-03-12, Garrett Mitchell, William Contreras, Christian Yelich, Rhys Hoskins, Willy Adames, Jake Bauers, Jackson Chourio, Brice Turang, Joey Ortiz,MIL
2024-03-13, Sal Frelick, William Contreras, Gary Sanchez, Tyler Black, Joey Wiemer, Andruw Monasterio, Owen Miller, Brewer Hicklen, Luis Lara,MIL
2024-03-14, Jackson Chourio, Oliver Dunn, Gary Sanchez, Jake Bauers, Andruw Monasterio, Eric Haase, Brewer Hicklen, Yonny Hernandez, Chris Roller,MIL
2024-03-16a, Andruw Monasterio, Tyler Black, Gary Sanchez, Jake Bauers, Oliver Dunn, Vinny Capra, Brewer Hicklen, Chris Roller, Chavez Young,MIL
2024-03-16b, Sal Frelick, William Contreras, Christian Yelich, Rhys Hoskins, Willy Adames, Jackson Chourio, Brice Turang, Joey Wiemer, Joey Ortiz,MIL
2024-03-17, Garrett Mitchell, Gary Sanchez, Jake Bauers, Joey Wiemer, Eric Haase, Oliver Dunn, Owen Miller, Andruw Monasterio, Blake Perkins,MIL
2024-03-18, Garrett Mitchell, William Contreras, Christian Yelich, Rhys Hoskins, Willy Adames, Sal Frelick, Joey Wiemer, Brice Turang, Jackson Chourio,MIL
2024-03-19, Garrett Mitchell, Rhys Hoskins, Jake Bauers, Willy Adames, Gary Sanchez, Sal Frelick, Blake Perkins, Joey Ortiz, Andruw Monasterio,MIL
2024-03-21, Garrett Mitchell, William Contreras, Rhys Hoskins, Willy Adames, Sal Frelick, Jackson Chourio, Jake Bauers, Joey Wiemer, Brice Turang,MIL
2024-03-22a, Andruw Monasterio, William Contreras, Jake Bauers, Gary Sanchez, Joey Wiemer, Joey Ortiz, Vinny Capra, Brewer Hicklen, Chavez Young,MIL
2024-03-22b, Garrett Mitchell, Rhys Hoskins, Christian Yelich, Willy Adames, Sal Frelick, Jackson Chourio, Eric Haase, Brice Turang, Blake Perkins,MIL
2024-03-23, Jackson Chourio, Gary Sanchez, Jake Bauers, Eric Haase, Blake Perkins, Joey Wiemer, Joey Ortiz, Oliver Dunn, Andruw Monasterio,MIL
2024-03-24, Sal Frelick, Rhys Hoskins, Christian Yelich, Willy Adames, Gary Sanchez, Blake Perkins, Brice Turang, Andruw Monasterio, Luis Lara,MIL
2024-03-25, Sal Frelick, William Contreras, Christian Yelich, Rhys Hoskins, Willy Adames, Gary Sanchez, Jackson Chourio, Joey Ortiz, Carlos D. Rodriguez,MIL
2024-03-26, Yophery Rodriguez, Luis Lara, Brock Wilken, Wes Clarke, Eric Brown Jr., Ethan Murray, Matthew Wood, Carlos D. Rodriguez, Ernesto Martinez Jr.,MIL
2024-02-24a, Dylan Carlson, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Willson Contreras, Matt Carpenter, Alec Burleson, Jose Fermin,STL
2024-02-24b, Brendan Donovan, Lars Nootbaar, Jordan Walker, Ivan Herrera, Luken Baker, Alfonso Rivas III, Buddy Kennedy, Victor Scott II, Arquimedes Gamboa,STL
2024-02-25, Masyn Winn, Alec Burleson, Luken Baker, Alfonso Rivas III, Thomas Saggese, Jared Young, Buddy Kennedy, Pedro Pages, Victor Scott II,STL
2024-02-26, Dylan Carlson, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Jordan Walker, Alfonso Rivas III, Ivan Herrera, Jeremy Rivas, Michael Siani,STL
2024-02-27, Brendan Donovan, Paul Goldschmidt, Lars Nootbaar, Nolan Arenado, Willson Contreras, Jordan Walker, Masyn Winn, Thomas Saggese, Victor Scott II,STL
2024-02-28, Dylan Carlson, Alec Burleson, Nolan Gorman, Luken Baker, Alfonso Rivas III, Jared Young, Pedro Pages, Jose Fermin, Arquimedes Gamboa,STL
2024-02-29, Brendan Donovan, Paul Goldschmidt, Lars Nootbaar, Nolan Arenado, Matt Carpenter, Jordan Walker, Masyn Winn, Victor Scott II, Nick Raposo,STL
2024-03-01, Dylan Carlson, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Matt Carpenter, Jordan Walker, Alec Burleson, Jose Fermin,STL
2024-03-02, Brendan Donovan, Lars Nootbaar, Alec Burleson, Luken Baker, Dylan Carlson, Masyn Winn, Victor Scott II, Pedro Pages, Jose Fermin,STL
2024-03-04, Brendan Donovan, Jordan Walker, Nolan Gorman, Nolan Arenado, Willson Contreras, Matt Carpenter, Alec Burleson, Masyn Winn, Victor Scott II,STL
2024-03-05, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Jordan Walker, Dylan Carlson, Ivan Herrera, Masyn Winn, Michael Siani,STL
2024-03-07, Brendan Donovan, Paul Goldschmidt, Matt Carpenter, Nolan Arenado, Willson Contreras, Jordan Walker, Alec Burleson, Dylan Carlson, Masyn Winn,STL
2024-03-08, Victor Scott II, Jordan Walker, Nolan Gorman, Ivan Herrera, Alec Burleson, Luken Baker, Thomas Saggese, Jose Fermin, Michael Siani,STL
2024-03-09, Brendan Donovan, Paul Goldschmidt, Brandon Crawford, Nolan Arenado, Willson Contreras, Dylan Carlson, Alfonso Rivas III, Jared Young, Arquimedes Gamboa,STL
2024-03-10, Victor Scott II, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Matt Carpenter, Jordan Walker, Alec Burleson, Ivan Herrera, Masyn Winn,STL
2024-03-11, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Brandon Crawford, Dylan Carlson, Jared Young, Michael Siani,STL
2024-03-12, Victor Scott II, Masyn Winn, Alec Burleson, Jordan Walker, Ivan Herrera, Thomas Saggese, Alfonso Rivas III, Jose Fermin, Pedro Pages,STL
2024-03-13, Victor Scott II, Dylan Carlson, Nolan Gorman, Jordan Walker, Alec Burleson, Ivan Herrera, Masyn Winn, Thomas Saggese, Jared Young,STL
2024-03-14, Brendan Donovan, Paul Goldschmidt, Brandon Crawford, Nolan Arenado, Willson Contreras, Matt Carpenter, Dylan Carlson, Michael Siani, Jose Fermin,STL
2024-03-15, Michael Siani, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Alec Burleson, Ivan Herrera, Jordan Walker, Luken Baker, Jose Fermin,STL
2024-03-16, Dylan Carlson, Masyn Winn, Matt Carpenter, Willson Contreras, Brandon Crawford, Thomas Saggese, Cesar Prieto, Jared Young, Matt Koperniak,STL
2024-03-17, Dylan Carlson, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Brandon Crawford, Matt Carpenter, Jordan Walker, Alec Burleson,STL
2024-03-19a, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Dylan Carlson, Victor Scott II, Jose Fermin, Matt Koperniak,STL
2024-03-19b, Masyn Winn, Jordan Walker, Alec Burleson, Ivan Herrera, Thomas Saggese, Cesar Prieto, Luken Baker, Alfonso Rivas III, Michael Siani,STL
2024-03-20, Victor Scott II, Dylan Carlson, Matt Carpenter, Willson Contreras, Alec Burleson, Thomas Saggese, Alfonso Rivas III, Jose Fermin, Cesar Prieto,STL
2024-03-21, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Alec Burleson, Ivan Herrera, Jordan Walker, Dylan Carlson, Masyn Winn,STL
2024-03-23, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Matt Carpenter, Jordan Walker, Dylan Carlson, Masyn Winn,STL
2024-03-24, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Alec Burleson, Ivan Herrera, Jordan Walker, Michael Siani, Masyn Winn,STL
2024-03-25, Brendan Donovan, Paul Goldschmidt, Nolan Gorman, Nolan Arenado, Willson Contreras, Dylan Carlson, Ivan Herrera, Jordan Walker, Masyn Winn,STL
2024-03-26, Brendan Donovan, Paul Goldschmidt, Nolan Arenado, Nolan Gorman, Willson Contreras, Jordan Walker, Alec Burleson, Brandon Crawford, Michael Siani,STL
2024-02-23, Ian Happ, Christopher Morel, Miguel Amaya, Matt Mervis, Alexander Canario, Pete Crow-Armstrong, Luis Vazquez, Joe Hudson, Matt Shaw,CHC
2024-02-24, Mike Tauchman, Nick Madrigal, Patrick Wisdom, Matt Mervis, Jorge Alfaro, Miles Mastrobuoni, Kevin Alcantara, Brennen Davis, Matt Shaw,CHC
2024-02-25, Nico Hoerner, Ian Happ, Dansby Swanson, Christopher Morel, Yan Gomes, Patrick Wisdom, Matt Mervis, Alexander Canario, Pete Crow-Armstrong,CHC
2024-02-26, Mike Tauchman, Seiya Suzuki, Michael Busch, Miguel Amaya, Nick Madrigal, Jorge Alfaro, Miles Mastrobuoni, Luis Vazquez, Owen Caissie,CHC
2024-02-27, Ian Happ, Dansby Swanson, Christopher Morel, Nico Hoerner, Mike Tauchman, Yan Gomes, Patrick Wisdom, Alexander Canario, James Triantos,CHC
2024-02-28, Miles Mastrobuoni, Seiya Suzuki, Michael Busch, Nick Madrigal, Alexander Canario, Pete Crow-Armstrong, Matt Shaw, Owen Caissie, Pablo Aliendo,CHC
2024-02-29, Ian Happ, Dansby Swanson, Christopher Morel, Nico Hoerner, Mike Tauchman, Jorge Alfaro, Matt Mervis, Alexander Canario, Pablo Aliendo,CHC
2024-03-01, Nick Madrigal, Seiya Suzuki, Michael Busch, Yan Gomes, Miles Mastrobuoni, Matt Shaw, Pete Crow-Armstrong, Owen Caissie, David Bote,CHC
2024-03-02, Nico Hoerner, Dansby Swanson, Christopher Morel, Mike Tauchman, Miguel Amaya, Matt Mervis, Alexander Canario, Owen Caissie, Moises Ballesteros,CHC
2024-03-03, Mike Tauchman, Seiya Suzuki, Dansby Swanson, Michael Busch, Yan Gomes, Nick Madrigal, Miles Mastrobuoni, Joe Hudson, Luis Vazquez,CHC
2024-03-04, Nico Hoerner, Dominic Smith, Christopher Morel, Garrett Cooper, Nick Madrigal, Miguel Amaya, Owen Caissie, Alexander Canario, Pete Crow-Armstrong,CHC
2024-03-05, Miles Mastrobuoni, Garrett Cooper, Michael Busch, Alexander Canario, Matt Shaw, Pete Crow-Armstrong, Kevin Alcantara, Joe Hudson, Luis Vazquez,CHC
2024-03-06, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Mike Tauchman, Yan Gomes, Dominic Smith, Miles Mastrobuoni,CHC
2024-03-07, Owen Caissie, Garrett Cooper, Michael Busch, Jorge Alfaro, Alexander Canario, Pete Crow-Armstrong, David Bote, Matt Shaw, Luis Vazquez,CHC
2024-03-08a, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Dansby Swanson, Garrett Cooper, Dominic Smith, Yan Gomes, Alexander Canario, Matt Shaw,CHC
2024-03-08b, Mike Tauchman, Christopher Morel, Michael Busch, Miguel Amaya, Miles Mastrobuoni, David Bote, Owen Caissie, Moises Ballesteros, Brett Bateman,CHC
2024-03-09, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Dansby Swanson, Dominic Smith, Yan Gomes, Patrick Wisdom, Garrett Cooper, Alexander Canario,CHC
2024-03-10, Mike Tauchman, Alexander Canario, Christopher Morel, Michael Busch, Miguel Amaya, Miles Mastrobuoni, Jorge Alfaro, David Bote, Chase Strumpf,CHC
2024-03-12, Mike Tauchman, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Michael Busch, Nico Hoerner, David Peralta, Yan Gomes,CHC
2024-03-13, Miles Mastrobuoni, Garrett Cooper, Dominic Smith, Patrick Wisdom, Miguel Amaya, Alexander Canario, Owen Caissie, Matt Shaw, Pete Crow-Armstrong,CHC
2024-03-14, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Michael Busch, Mike Tauchman, Yan Gomes, David Peralta,CHC
2024-03-15, Miles Mastrobuoni, Dansby Swanson, Dominic Smith, Garrett Cooper, Matt Mervis, Miguel Amaya, Alexander Canario, David Bote, Brennen Davis,CHC
2024-03-16a, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Yan Gomes, Michael Busch, Miles Mastrobuoni, David Bote, Matt Mervis, Owen Caissie,CHC
2024-03-16b, Mike Tauchman, Garrett Cooper, Dominic Smith, Christopher Morel, David Peralta, Alexander Canario, Joe Hudson, Matt Shaw, Luis Vazquez,CHC
2024-03-17, Ian Happ, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Michael Busch, Nico Hoerner, Mike Tauchman, Miguel Amaya,CHC
2024-03-19, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Ian Happ, Yan Gomes, Michael Busch, Dominic Smith,CHC
2024-03-20, Mike Tauchman, Nico Hoerner, Cody Bellinger, Garrett Cooper, David Peralta, Miguel Amaya, Miles Mastrobuoni, Alexander Canario, David Bote,CHC
2024-03-21, Ian Happ, Dansby Swanson, Michael Busch, Christopher Morel, Dominic Smith, Garrett Cooper, Yan Gomes, Miles Mastrobuoni, Alexander Canario,CHC
2024-03-22a, Miles Mastrobuoni, Nico Hoerner, Cody Bellinger, Yan Gomes, Michael Busch, Alexander Canario, Kevin Alcantara, Luis Vazquez, Cole Roederer,CHC
2024-03-22b, Mike Tauchman, Seiya Suzuki, Christopher Morel, Dansby Swanson, David Peralta, Miguel Amaya, Matt Mervis, Matt Shaw, Owen Caissie,CHC
2024-03-23, Nico Hoerner, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Michael Busch, Yan Gomes, Mike Tauchman, Miguel Amaya,CHC
2024-03-24, Nick Madrigal, Michael Busch, Garrett Cooper, David Peralta, Miguel Amaya, Miles Mastrobuoni, Alexander Canario, Owen Caissie, Luis Vazquez,CHC
2024-03-25, Ian Happ, Seiya Suzuki, Cody Bellinger, Christopher Morel, Dansby Swanson, Nico Hoerner, Michael Busch, Yan Gomes, Mike Tauchman,CHC
2024-03-26, Ian Happ, Nico Hoerner, Cody Bellinger, Christopher Morel, Dansby Swanson, Miguel Amaya, Mike Tauchman, Garrett Cooper, Miles Mastrobuoni,CHC
2024-02-23, Ketel Marte, Jake McCarthy, Gabriel Moreno, Christian Walker, Joc Pederson, Eugenio Suarez, Geraldo Perdomo, Ivan Melendez, Jorge Barrosa,AZ
2024-02-24, Corbin Carroll, Alek Thomas, Lourdes Gurriel Jr., Jace Peterson, Jordan Lawlar, Jose Herrera, Ivan Melendez, Tristin English, Corbin Carroll,AZ
2024-02-25, Ketel Marte, Jake McCarthy, Joc Pederson, Christian Walker, Pavin Smith, Eugenio Suarez, Geraldo Perdomo, Tucker Barnhart, Jorge Barrosa,AZ
2024-02-26, Corbin Carroll, Jordan Lawlar, Gabriel Moreno, Lourdes Gurriel Jr., Jace Peterson, Emmanuel Rivera, Andres Chaparro, Ivan Melendez, Kristian Robinson,AZ
2024-02-27, Ketel Marte, Jake McCarthy, Pavin Smith, Christian Walker, Eugenio Suarez, Geraldo Perdomo, Jose Herrera, A.J. Vukovich, Jorge Barrosa,AZ
2024-02-28, Corbin Carroll, Emmanuel Rivera, Lourdes Gurriel Jr., Pavin Smith, Jordan Lawlar, Kevin Newman, Tucker Barnhart, Kyle Garlick, Jorge Barrosa,AZ
2024-02-29, Ketel Marte, Jake McCarthy, Gabriel Moreno, Christian Walker, Geraldo Perdomo, Blaze Alexander, A.J. Vukovich, Albert Almora Jr., Tristin English,AZ
2024-03-01, Corbin Carroll, Geraldo Perdomo, Lourdes Gurriel Jr., Pavin Smith, Emmanuel Rivera, Jake McCarthy, Jose Herrera, Kyle Garlick, Blaze Alexander,AZ
2024-03-02, Ketel Marte, Jordan Lawlar, Joc Pederson, Andres Chaparro, Tucker Barnhart, Kevin Newman, Albert Almora Jr., Tristin English, Jorge Barrosa,AZ
2024-03-03, Corbin Carroll, Geraldo Perdomo, Gabriel Moreno, Lourdes Gurriel Jr., Pavin Smith, Emmanuel Rivera, Jake McCarthy, Kyle Garlick, Blaze Alexander,AZ
2024-03-04, Ketel Marte, Jace Peterson, Joc Pederson, Kyle Garlick, Jose Herrera, Jordan Lawlar, Andres Chaparro, Albert Almora Jr., Jorge Barrosa,AZ
2024-03-05, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Joc Pederson, Eugenio Suarez, Pavin Smith, Alek Thomas, Geraldo Perdomo, Tucker Barnhart,AZ
2024-03-07, Alek Thomas, Jake McCarthy, Gabriel Moreno, Christian Walker, Jace Peterson, Emmanuel Rivera, Blaze Alexander, Kevin Newman, Albert Almora Jr.,AZ
2024-03-08, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Joc Pederson, Eugenio Suarez, Jake McCarthy, Pavin Smith, Geraldo Perdomo, Jose Herrera,AZ
2024-03-09a, Corbin Carroll, Ketel Marte, Gabriel Moreno, Christian Walker, Joc Pederson, Eugenio Suarez, Jordan Lawlar, Blaze Alexander, Jorge Barrosa,AZ
2024-03-09b, Alek Thomas, Emmanuel Rivera, Pavin Smith, Andres Chaparro, Jace Peterson, Kevin Newman, Kyle Garlick, Albert Almora Jr., Tucker Barnhart,AZ
2024-03-10, Geraldo Perdomo, Elvis Andrus, Lourdes Gurriel Jr., Emmanuel Rivera, Jake McCarthy, Kyle Garlick, Albert Almora Jr., Blaze Alexander, Jose Herrera,AZ
2024-03-11, Corbin Carroll, Ketel Marte, Gabriel Moreno, Christian Walker, Joc Pederson, Lourdes Gurriel Jr., Eugenio Suarez, Alek Thomas, Geraldo Perdomo,AZ
2024-03-12, Jake McCarthy, Pavin Smith, Elvis Andrus, Jace Peterson, Emmanuel Rivera, Blaze Alexander, Kyle Garlick, Albert Almora Jr., Tucker Barnhart,AZ
2024-03-13, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Eugenio Suarez, Jace Peterson, Alek Thomas, Jose Herrera,AZ
2024-03-14, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Eugenio Suarez, Alek Thomas, Emmanuel Rivera, Pavin Smith, Tucker Barnhart,AZ
2024-03-16, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Emmanuel Rivera, Pavin Smith, Elvis Andrus, Alek Thomas, Blaze Alexander, Tucker Barnhart,AZ
2024-03-17a, Jake McCarthy, Elvis Andrus, Pavin Smith, Emmanuel Rivera, Jace Peterson, Kyle Garlick, Kevin Newman, Jose Herrera, Jack Hurley,AZ
2024-03-17b, Ketel Marte, Corbin Carroll, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Eugenio Suarez, Alek Thomas, Blaze Alexander, Tucker Barnhart,AZ
2024-03-18, Jake McCarthy, Gabriel Moreno, Joc Pederson, Christian Walker, Eugenio Suarez, Jace Peterson, Kevin Newman, Albert Almora Jr., Jose Fernandez,AZ
2024-03-19, Corbin Carroll, Geraldo Perdomo, Lourdes Gurriel Jr., Emmanuel Rivera, Elvis Andrus, Pavin Smith, Alek Thomas, Blaze Alexander, Jose Herrera,AZ
2024-03-20, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Gabriel Moreno, Eugenio Suarez, Emmanuel Rivera, Alek Thomas,AZ
2024-03-22, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Gabriel Moreno, Eugenio Suarez, Alek Thomas, Geraldo Perdomo,AZ
2024-03-23a, Ketel Marte, Geraldo Perdomo, Gabriel Moreno, Christian Walker, Joc Pederson, Eugenio Suarez, Jake McCarthy, Albert Almora Jr., Neyfy Castillo,AZ
2024-03-23b, Corbin Carroll, Blaze Alexander, Lourdes Gurriel Jr., Jace Peterson, Emmanuel Rivera, Alek Thomas, Kevin Newman, Jose Herrera, Gavin Conticello,AZ
2024-03-24, Jake McCarthy, Blaze Alexander, Jace Peterson, Emmanuel Rivera, Tucker Barnhart, Cristofer Torin, Albert Almora Jr., Jackson Feltner, Jakey Josepha,AZ
2024-03-25, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Gabriel Moreno, Eugenio Suarez, Alek Thomas, Geraldo Perdomo,AZ
2024-03-26, Corbin Carroll, Ketel Marte, Lourdes Gurriel Jr., Christian Walker, Joc Pederson, Eugenio Suarez, Alek Thomas, Tucker Barnhart, Geraldo Perdomo,AZ
2024-02-22, Mookie Betts, Chris Taylor, James Outman, Teoscar Hernandez, Austin Barnes, Gavin Lux, Chris Owings, Andy Pages, Kevin Padlo,LAD
2024-02-23, Miguel Rojas, Freddie Freeman, Will Smith, Max Muncy, Manuel Margot, Miguel Vargas, Chris Owings, Dalton Rushing, Jose Ramos,LAD
2024-02-24, Mookie Betts, James Outman, Chris Taylor, Teoscar Hernandez, Austin Barnes, Gavin Lux, Andy Pages, Trey Sweeney, Kevin Padlo,LAD
2024-02-25, Manuel Margot, Freddie Freeman, Will Smith, Chris Taylor, Max Muncy, Jason Heyward, Miguel Rojas, James Outman, Miguel Vargas,LAD
2024-02-26, Mookie Betts, Freddie Freeman, Teoscar Hernandez, Austin Barnes, Gavin Lux, Miguel Vargas, Chris Owings, Andy Pages, Jose Ramos,LAD
2024-02-27, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, Jason Heyward, Miguel Rojas, Jose Ramos,LAD
2024-02-28, Chris Taylor, Gavin Lux, Max Muncy, Austin Barnes, James Outman, Miguel Vargas, Kevin Padlo, Drew Avans, Andy Pages,LAD
2024-02-29, Mookie Betts, Jason Heyward, Will Smith, Teoscar Hernandez, James Outman, Chris Taylor, Gavin Lux, Chris Owings, Kevin Padlo,LAD
2024-03-01, Mookie Betts, Shohei Ohtani, Freddie Freeman, Enrique Hernandez, Jason Heyward, Austin Barnes, Miguel Rojas, Miguel Vargas, Chris Owings,LAD
2024-03-02a, Gavin Lux, Enrique Hernandez, James Outman, Chris Taylor, Austin Barnes, Chris Owings, Miguel Vargas, Jose Ramos, Kevin Padlo,LAD
2024-03-02b, Miguel Rojas, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, Andy Pages, Ryan Ward, Austin Gauthier, Drew Avans,LAD
2024-03-03, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, Jason Heyward, Gavin Lux, Andy Pages,LAD
2024-03-05, Mookie Betts, Shohei Ohtani, Freddie Freeman, Teoscar Hernandez, Max Muncy, Jason Heyward, Enrique Hernandez, Miguel Rojas, Chris Okey,LAD
2024-03-06, Mookie Betts, Shohei Ohtani, Freddie Freeman, Chris Taylor, Max Muncy, James Outman, Gavin Lux, Austin Barnes, Andy Pages,LAD
2024-03-09, Mookie Betts, Freddie Freeman, Will Smith, Max Muncy, James Outman, Chris Taylor, Enrique Hernandez, Miguel Rojas, Miguel Vargas,LAD
2024-03-10, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Jason Heyward, Teoscar Hernandez, James Outman, Chris Taylor, Gavin Lux,LAD
2024-03-11, Gavin Lux, Enrique Hernandez, James Outman, Teoscar Hernandez, Chris Taylor, Austin Barnes, Miguel Vargas, Chris Owings, Kevin Padlo,LAD
2024-03-12, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Jason Heyward, Teoscar Hernandez, Enrique Hernandez, Miguel Rojas, Chris Owings,LAD
2024-03-13, Mookie Betts, Shohei Ohtani, Freddie Freeman, Chris Taylor, Jason Heyward, James Outman, Austin Barnes, Gavin Lux, Chris Owings,LAD
2024-03-24, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, James Outman, Jason Heyward, Gavin Lux,LAD
2024-03-25, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, Enrique Hernandez, Chris Taylor, Miguel Rojas,LAD
2024-03-26, Mookie Betts, Shohei Ohtani, Freddie Freeman, Will Smith, Max Muncy, Teoscar Hernandez, James Outman, Chris Taylor, Gavin Lux,LAD
2024-02-24, Austin Slater, Wilmer Flores, Michael Conforto, J.D. Davis, Thairo Estrada, Patrick Bailey, Heliot Ramos, Casey Schmitt, Luis Matos,SF
2024-02-25, Tyler Fitzgerald, Tom Murphy, LaMonte Wade Jr., David Villar, Pablo Sandoval, Heliot Ramos, Wade Meckler, Luis Matos, Donovan Walton,SF
2024-02-26, Thairo Estrada, Wilmer Flores, Michael Conforto, Jorge Soler, J.D. Davis, Tyler Fitzgerald, Joey Bart, Wade Meckler, Chase Pinder,SF
2024-02-27, Jung Hoo Lee, Thairo Estrada, LaMonte Wade Jr., Jorge Soler, Wilmer Flores, Patrick Bailey, Casey Schmitt, Heliot Ramos, Luis Matos,SF
2024-02-28, LaMonte Wade Jr., Tyler Fitzgerald, Mike Yastrzemski, J.D. Davis, Tom Murphy, Wade Meckler, Yusniel Diaz, Donovan Walton, Luis Matos,SF
2024-02-29, Jung Hoo Lee, Marco Luciano, Michael Conforto, David Villar, Pablo Sandoval, Joey Bart, Casey Schmitt, Brett Wisely, Heliot Ramos,SF
