,#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
2,1,Charlie Culberson,ATL,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2023
3,2,Michael Perez,NYM,3,8,8,4,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.500,2023
4,3,Cole Tucker,COL,5,8,10,4,4,0,0,0,2,2,1,0,2,1,0,0,0,0,0,.500,2023
5,4,Zack Collins,CLE,2,4,6,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,.500,2023
6,5,Alejo Lopez,CIN,1,2,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,.500,2023
7,6,Forrest Wall,ATL,15,13,15,6,3,2,0,1,6,2,2,0,4,0,0,0,0,5,1,.462,2023
8,7,Abraham Toro,MIL,9,18,21,8,6,0,0,2,4,9,2,0,5,1,0,0,0,0,0,.444,2023
9,8,Tristan Gray,TBR,2,5,5,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.400,2023
10,9,Jeter Downs,WSN,6,5,9,2,2,0,0,0,4,1,4,0,1,0,0,0,0,2,0,.400,2023
11,10,Ernie Clement,TOR,30,50,52,19,16,1,1,1,7,10,1,0,4,0,1,0,0,1,0,.380,2023
12,11,Luis Arraez,MIA,147,574,617,203,160,30,3,10,71,69,35,10,34,4,3,1,18,3,2,.354,2023
13,12,Ronald Acuna Jr.,ATL,159,643,735,217,137,35,4,41,149,106,80,3,84,9,3,0,15,73,14,.337,2023
14,13,Drew Maggi,PIT,3,6,6,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,.333,2023
15,14,Freddie Freeman,LAD,161,637,730,211,121,59,2,29,131,102,72,12,121,16,5,0,14,23,1,.331,2023
16,15,Yandy Diaz,TBR,137,525,600,173,116,35,0,22,95,78,65,0,94,8,2,0,16,0,1,.330,2023
17,16,Corey Seager,TEX,119,477,536,156,81,42,0,33,88,96,49,9,88,4,6,0,9,2,1,.327,2023
18,17,Nick Loftin,KCR,19,62,68,20,14,5,1,0,10,10,4,0,12,1,1,0,0,2,0,.323,2023
19,18,Luis Campusano,SDP,49,163,174,52,38,7,0,7,27,30,7,0,21,3,1,0,8,0,0,.319,2023
20,19,Sean Bouchard,COL,21,38,43,12,6,2,0,4,11,7,4,0,14,0,1,0,0,0,1,.316,2023
21,20,Wilyer Abreu,BOS,28,76,85,24,16,6,0,2,10,14,9,0,23,0,0,0,0,3,1,.316,2023
22,21,Noelvi Marte,CIN,35,114,123,36,26,7,0,3,15,15,8,0,25,1,0,0,1,6,2,.316,2023
23,22,Harold Ramirez,TBR,122,400,434,125,92,19,2,12,58,68,22,0,79,6,6,0,7,5,3,.313,2023
24,23,Weston Wilson,PHI,8,16,22,5,4,0,0,1,5,2,6,0,5,0,0,0,0,3,1,.313,2023
25,24,Jose Altuve,HOU,90,360,410,112,72,21,2,17,76,51,44,0,71,5,1,0,9,14,2,.311,2023
26,25,Royce Lewis,MIN,58,217,239,67,45,7,0,15,36,52,20,0,55,2,0,0,5,6,1,.309,2023
27,26,Josh Naylor,CLE,121,452,495,139,91,31,0,17,52,97,33,9,68,3,7,0,11,10,3,.308,2023
28,27,Cody Bellinger,CHC,130,499,556,153,97,29,1,26,95,97,40,3,87,5,12,0,7,20,6,.307,2023
29,28,Mookie Betts,LAD,152,584,693,179,99,40,1,39,126,107,96,3,107,8,5,0,5,14,3,.307,2023
30,29,Bo Bichette,TOR,135,571,601,175,122,30,3,20,69,73,27,0,115,2,1,0,14,5,3,.306,2023
31,30,Evan Carter,TEX,23,62,75,19,9,4,1,5,15,12,12,1,24,0,1,0,1,3,0,.306,2023
32,31,Shohei Ohtani,LAA,135,497,599,151,73,26,8,44,102,95,91,21,143,3,3,0,9,20,6,.304,2023
33,32,Johan Rojas,PHI,59,149,164,45,32,9,2,2,24,23,5,0,42,4,0,6,1,14,1,.302,2023
34,33,Dominic Fletcher,ARI,28,93,102,28,20,5,1,2,10,14,7,1,22,0,0,2,0,0,2,.301,2023
35,34,Gio Urshela,LAA,62,214,228,64,53,8,1,2,22,24,10,0,36,1,3,0,9,3,2,.299,2023
36,35,Victor Robles,WSN,36,107,126,32,26,5,1,0,15,8,11,0,18,4,0,4,3,8,1,.299,2023
37,36,Jared Triolo,PIT,54,181,209,54,42,9,0,3,30,21,24,0,63,3,1,0,0,6,1,.298,2023
38,37,Ivan Herrera,STL,13,37,44,11,9,2,0,0,6,4,5,0,11,2,0,0,1,0,0,.297,2023
39,38,Nolan Jones,COL,106,367,424,109,63,22,4,20,60,62,53,3,126,3,1,0,1,20,4,.297,2023
40,39,Jarren Duran,BOS,102,332,362,98,54,34,2,8,46,40,24,1,90,3,2,0,3,24,2,.295,2023
41,40,Xavier Edwards,MIA,30,78,84,23,20,3,0,0,12,3,3,0,14,1,0,2,1,5,0,.295,2023
42,41,Alexander Canario,CHC,6,17,17,5,2,1,1,1,1,6,0,0,8,0,0,0,0,0,0,.294,2023
43,42,Jon Berti,MIA,133,388,424,114,88,16,3,7,53,33,29,2,77,2,3,2,10,16,6,.294,2023
44,43,Bryce Harper,PHI,126,457,546,134,83,29,1,21,84,72,80,8,119,5,4,0,10,11,3,.293,2023
45,44,Michael Harris II,ATL,138,505,539,148,94,33,3,18,76,57,25,1,101,5,3,1,8,20,4,.293,2023
46,45,Yordan Alvarez,HOU,114,410,496,120,64,24,1,31,77,97,69,5,92,13,4,0,7,0,0,.293,2023
47,46,Josh Lowe,TBR,135,466,501,136,81,33,2,20,71,83,31,2,124,1,3,0,6,32,3,.292,2023
48,47,Matt McLain,CIN,89,365,403,106,63,23,4,16,65,50,31,0,115,7,0,0,5,14,5,.290,2023
49,48,Oscar Mercado,STL,20,31,32,9,6,3,0,0,3,5,1,0,4,0,0,0,0,2,1,.290,2023
50,49,Michael Stefanic,LAA,25,62,71,18,15,2,1,0,5,6,8,0,8,1,0,0,0,0,1,.290,2023
51,50,Tom Murphy,SEA,47,145,159,42,22,12,0,8,19,17,10,0,44,1,2,0,4,0,0,.290,2023
52,51,Ryan O'Hearn,BAL,112,346,368,100,63,22,1,14,48,60,15,2,82,3,3,1,2,5,1,.289,2023
53,52,William Contreras,MIL,141,540,611,156,100,38,1,17,86,78,63,2,126,5,2,1,23,6,1,.289,2023
54,53,Masataka Yoshida,BOS,140,537,580,155,104,33,3,15,71,72,34,0,81,7,2,0,20,8,0,.289,2023
55,54,Riley Greene,DET,99,378,416,109,75,19,4,11,51,37,35,0,114,1,2,0,7,7,0,.288,2023
56,55,Pablo Reyes,BOS,64,167,185,48,37,9,0,2,27,20,14,0,21,0,2,2,3,7,2,.287,2023
57,56,Drew Millas,WSN,11,28,33,8,5,2,0,1,1,6,4,0,5,0,0,1,2,0,0,.286,2023
58,57,Andre Lipcius,DET,13,35,38,10,8,1,0,1,3,4,3,0,8,0,0,0,1,0,0,.286,2023
59,58,Seiya Suzuki,CHC,138,515,583,147,90,31,6,20,75,74,59,3,130,2,7,0,8,6,7,.285,2023
60,59,Xander Bogaerts,SDP,155,596,665,170,118,31,2,19,83,58,56,0,110,7,6,0,21,19,2,.285,2023
61,60,Corbin Carroll,ARI,155,565,645,161,96,30,10,25,116,76,57,1,125,13,4,6,7,54,5,.285,2023
62,61,Gabriel Moreno,ARI,111,341,380,97,70,19,1,7,33,50,29,0,75,3,7,0,17,6,2,.284,2023
63,62,Brendan Donovan,STL,95,327,371,93,71,10,1,11,48,34,33,2,53,9,1,1,4,5,1,.284,2023
64,63,Kyle Tucker,HOU,157,574,674,163,92,37,5,29,97,112,80,9,92,3,10,0,11,30,5,.284,2023
65,64,Wilmer Flores,SFG,126,405,454,115,70,22,0,23,51,60,41,1,63,5,3,0,13,0,0,.284,2023
66,65,Matt Olson,ATL,162,608,720,172,88,27,3,54,127,139,104,8,167,4,4,0,13,1,0,.283,2023
67,66,Nico Hoerner,CHC,150,619,688,175,135,27,4,9,98,68,49,0,83,14,5,1,12,43,7,.283,2023
68,67,Donovan Solano,MIN,134,394,450,111,79,26,1,5,43,38,40,1,100,15,1,0,8,0,0,.282,2023
69,68,Yainer Diaz,HOU,104,355,377,100,55,22,0,23,51,60,11,0,74,5,6,0,12,0,0,.282,2023
70,69,Jose Ramirez,CLE,156,611,691,172,107,36,5,24,87,80,73,22,73,1,6,0,8,28,6,.282,2023
71,70,Austin Riley,ATL,159,636,715,179,107,32,3,37,117,97,59,4,172,9,11,0,18,3,1,.281,2023
72,71,Freddy Fermin,KCR,70,217,235,61,41,10,1,9,26,32,13,0,50,1,3,1,11,0,0,.281,2023
73,72,Wander Franco,TBR,112,442,491,124,78,23,6,17,65,58,42,3,69,3,4,0,18,30,10,.281,2023
74,73,Bryson Stott,PHI,151,585,640,164,115,32,2,15,78,62,39,1,100,7,8,1,10,31,3,.280,2023
75,74,Ozzie Albies,ATL,148,596,660,167,99,30,5,33,96,109,46,2,107,8,8,0,9,13,1,.280,2023
76,75,Vaughn Grissom,ATL,23,75,80,21,17,3,1,0,5,9,2,0,15,2,1,0,2,0,1,.280,2023
77,76,Mickey Moniak,LAA,85,311,323,87,50,21,2,14,35,45,9,1,113,3,0,0,4,6,3,.280,2023
78,77,T.J. Friedl,CIN,138,488,556,136,88,22,8,18,73,66,47,1,90,10,3,8,0,27,6,.279,2023
79,78,Charlie Blackmon,COL,96,359,413,100,63,24,5,8,57,40,39,0,55,11,4,0,6,4,1,.279,2023
80,79,Mauricio Dubon,HOU,132,467,492,130,91,26,3,10,76,46,19,0,70,3,3,0,10,7,2,.278,2023
81,80,Christian Yelich,MIL,144,550,632,153,99,34,1,19,106,76,78,7,140,3,1,0,15,28,3,.278,2023
82,81,Michael Brantley,HOU,15,54,57,15,11,2,0,2,7,7,2,0,2,0,1,0,2,0,0,.278,2023
83,82,Kerry Carpenter,DET,118,418,459,116,77,17,2,20,57,64,32,3,115,8,1,0,5,6,0,.278,2023
84,83,Brandon Marsh,PHI,133,404,472,112,69,25,6,12,58,60,59,2,144,4,4,1,4,10,2,.277,2023
85,84,Adley Rutschman,BAL,154,588,687,163,111,31,1,20,84,80,92,6,101,2,5,0,14,1,2,.277,2023
86,85,Ryan Jeffers,MIN,96,286,335,79,48,15,2,14,46,43,33,1,93,10,2,4,6,3,2,.276,2023
87,86,Jordan Walker,STL,117,420,465,116,79,19,2,16,51,51,37,0,104,6,2,0,9,7,4,.276,2023
88,87,Bobby Witt Jr.,KCR,158,641,694,177,108,28,11,30,97,96,40,1,121,4,8,1,11,49,15,.276,2023
89,88,Marcus Semien,TEX,162,670,753,185,112,40,4,29,122,100,72,1,110,5,5,0,5,14,3,.276,2023
90,89,Garrett Hampson,MIA,98,221,252,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,.276,2023
91,90,Justin Turner,BOS,146,558,626,154,100,31,0,23,86,96,51,0,110,11,6,0,10,4,1,.276,2023
92,91,Ketel Marte,ARI,150,569,650,157,97,26,9,25,94,82,71,2,109,5,5,0,16,8,2,.276,2023
93,92,Davis Schneider,TOR,35,116,141,32,11,12,1,8,23,20,21,0,43,4,0,0,2,1,0,.276,2023
94,93,Ezequiel Duran,TEX,122,406,439,112,74,22,2,14,55,46,23,1,120,7,2,1,7,8,4,.276,2023
95,94,Will Benson,CIN,108,287,329,79,45,15,8,11,51,31,40,0,103,1,1,0,3,19,3,.275,2023
96,95,Julio Rodriguez,SEA,155,654,714,180,109,37,2,32,102,103,47,6,175,11,2,0,14,37,10,.275,2023
97,96,Nolan Schanuel,LAA,29,109,132,30,26,3,0,1,19,6,20,1,19,3,0,0,1,0,0,.275,2023
98,97,Austin Hays,BAL,144,520,566,143,89,36,2,16,76,67,38,1,141,3,5,0,11,5,1,.275,2023
99,98,Joey Meneses,WSN,154,611,657,168,118,36,1,13,71,89,38,0,130,5,3,0,15,0,0,.275,2023
100,99,Juan Soto,SDP,162,568,708,156,88,32,1,35,97,109,132,11,129,2,5,1,18,12,5,.275,2023
101,100,Alec Bohm,PHI,145,558,611,153,102,31,0,20,74,97,42,1,94,5,6,0,23,4,1,.274,2023
102,101,Brandon Nimmo,NYM,152,592,682,162,102,30,6,24,89,68,74,0,146,11,4,1,6,3,3,.274,2023
103,102,Marcell Ozuna,ATL,144,530,592,145,75,29,1,40,84,100,57,1,134,3,2,0,9,0,0,.274,2023
104,103,Gleyber Torres,NYY,158,596,672,163,108,28,2,25,90,68,67,0,98,3,6,0,19,13,6,.273,2023
105,104,Chas McCormick,HOU,115,403,457,110,69,17,2,22,59,70,40,0,117,11,2,1,3,19,6,.273,2023
106,105,Riley Adams,WSN,44,143,158,39,20,13,2,4,8,21,11,0,45,2,1,1,5,0,0,.273,2023
107,106,Whit Merrifield,TOR,145,547,592,149,111,27,0,11,66,67,36,2,101,3,6,0,15,26,10,.272,2023
108,107,Eloy Jimenez,CHW,120,456,489,124,83,23,0,18,50,64,30,2,93,1,2,0,13,0,0,.272,2023
109,108,Nick Castellanos,PHI,157,626,671,170,102,37,2,29,79,106,36,0,185,3,6,0,17,11,2,.272,2023
110,109,Maikel Garcia,KCR,123,464,515,126,98,20,4,4,59,50,38,0,115,2,10,1,9,23,7,.272,2023
111,110,Spencer Steer,CIN,156,582,665,158,95,37,3,23,74,86,68,0,139,11,4,0,9,15,3,.271,2023
112,111,Ke'Bryan Hayes,PIT,124,494,525,134,81,31,7,15,65,61,28,1,104,0,3,0,11,10,6,.271,2023
113,112,J.D. Martinez,LAD,113,432,479,117,55,27,2,33,61,103,34,1,149,2,9,0,11,1,0,.271,2023
114,113,Thairo Estrada,SFG,120,495,530,134,92,26,2,14,63,49,22,1,120,11,2,0,10,23,7,.271,2023
115,114,Rafael Devers,BOS,153,580,656,157,90,34,0,33,90,100,62,10,126,11,3,0,15,5,1,.271,2023
116,115,Alex Kirilloff,MIN,88,281,319,76,50,14,1,11,35,41,28,1,80,7,3,0,2,1,0,.270,2023
117,116,Mitch Garver,TEX,87,296,344,80,50,11,0,19,45,50,44,1,82,3,0,0,6,0,0,.270,2023
118,117,Yonathan Daza,COL,24,74,80,20,14,6,0,0,8,7,3,0,13,1,1,1,5,1,0,.270,2023
119,118,Austin Slater,SFG,89,185,207,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,2,.270,2023
120,119,Christian Encarnacion-Strand,CIN,63,222,241,60,40,7,0,13,29,37,14,0,69,5,0,0,5,2,0,.270,2023
121,120,Jeff McNeil,NYM,156,585,648,158,119,25,4,10,75,55,39,0,65,18,3,3,5,10,0,.270,2023
122,121,Ryan Mountcastle,BAL,115,423,470,114,74,21,1,18,64,68,37,1,107,3,7,0,13,3,1,.270,2023
123,122,Jason Heyward,LAD,124,334,377,90,52,23,0,15,56,40,34,1,64,3,3,0,7,2,2,.269,2023
124,123,Stone Garrett,WSN,89,234,271,63,37,17,0,9,40,40,26,0,82,3,5,0,6,3,1,.269,2023
125,124,Dane Myers,MIA,22,67,70,18,14,3,0,1,9,9,2,0,19,0,1,0,1,1,1,.269,2023
126,125,Paul Goldschmidt,STL,154,593,687,159,103,31,0,25,89,80,87,6,161,3,3,0,12,11,2,.268,2023
127,126,Steven Kwan,CLE,158,638,718,171,123,36,7,5,93,54,70,2,75,3,6,1,9,21,3,.268,2023
128,127,Lane Thomas,WSN,157,628,682,168,101,36,3,28,101,86,36,0,176,11,7,0,5,20,5,.268,2023
129,128,Elias Diaz,COL,141,486,526,130,90,25,1,14,48,72,34,0,118,2,4,0,12,1,0,.267,2023
130,129,Reese McGuire,BOS,72,187,206,50,36,12,1,1,15,16,11,0,53,1,1,2,2,2,1,.267,2023
131,130,Randal Grichuk,- - -,118,434,471,116,67,31,2,16,65,44,29,2,96,6,2,0,11,2,2,.267,2023
132,131,Aaron Judge,NYY,106,367,458,98,45,16,0,37,79,75,88,9,130,0,3,0,5,3,1,.267,2023
133,132,Yan Gomes,CHC,116,382,419,102,70,20,2,10,44,63,21,1,81,9,7,0,9,1,0,.267,2023
134,133,Zack Gelof,OAK,69,270,300,72,37,20,1,14,40,32,26,1,82,3,1,0,5,14,2,.267,2023
135,134,Luis Garcia,WSN,122,447,482,119,88,18,4,9,61,50,27,1,60,0,7,1,10,9,4,.266,2023
136,135,Will Brennan,CLE,138,432,455,115,86,24,0,5,41,41,16,2,57,5,2,0,4,13,5,.266,2023
137,136,Enmanuel Valdez,BOS,49,139,149,37,23,8,0,6,17,19,8,0,37,1,0,0,4,5,1,.266,2023
138,137,Leody Taveras,TEX,143,511,554,136,88,31,3,14,67,67,35,0,117,1,4,3,3,14,4,.266,2023
139,138,Nolan Arenado,STL,144,560,612,149,95,26,2,26,71,93,41,5,101,3,8,0,21,3,3,.266,2023
140,139,Trea Turner,PHI,155,639,691,170,104,35,5,26,102,76,45,2,150,6,1,0,12,30,0,.266,2023
141,140,J.P. Crawford,SEA,145,534,638,142,88,35,0,19,94,65,94,1,125,5,2,3,7,2,0,.266,2023
142,141,Josh Jung,TEX,122,478,515,127,78,25,1,23,75,70,30,0,151,5,2,0,7,1,3,.266,2023
143,142,Kevin Kiermaier,TOR,129,370,408,98,63,21,6,8,58,36,29,0,86,4,4,1,9,14,1,.265,2023
144,143,Orlando Arcia,ATL,139,488,533,129,87,25,0,17,66,65,39,0,102,3,3,0,14,1,0,.264,2023
145,144,Vladimir Guerrero Jr.,TOR,156,602,682,159,103,30,0,26,78,94,67,5,100,9,4,0,23,5,3,.264,2023
146,145,Andy Ibanez,DET,114,356,383,94,58,23,2,11,42,41,24,0,69,1,1,1,7,1,0,.264,2023
147,146,Willson Contreras,STL,125,428,495,113,66,27,0,20,55,67,51,0,111,13,2,1,12,6,3,.264,2023
148,147,Luis Rengifo,LAA,126,394,445,104,69,15,4,16,55,51,41,0,82,6,4,0,3,6,4,.264,2023
149,148,Nick Martini,CIN,29,72,79,19,9,3,1,6,10,16,5,0,15,2,0,0,1,0,0,.264,2023
150,149,Ramon Urias,BAL,116,360,396,95,66,22,3,4,45,42,27,0,101,8,1,0,10,3,1,.264,2023
151,150,Alex Verdugo,BOS,142,546,602,144,89,37,5,13,81,54,45,1,93,6,5,0,11,5,3,.264,2023
152,151,Luis Robert,CHW,145,546,595,144,69,36,1,38,90,80,30,5,172,12,2,0,10,20,4,.264,2023
153,152,Manuel Margot,TBR,99,311,336,82,56,21,1,4,39,38,18,0,55,4,3,0,6,9,3,.264,2023
154,153,Jeremy Pena,HOU,150,577,634,152,107,32,3,10,81,52,43,1,129,9,1,1,11,13,9,.263,2023
155,154,Triston Casas,BOS,132,429,502,113,66,21,2,24,66,65,70,2,126,1,2,0,7,0,0,.263,2023
156,155,Edouard Julien,MIN,109,338,408,89,56,16,1,16,60,37,64,0,128,2,3,1,8,3,0,.263,2023
157,156,Travis Jankowski,TEX,107,247,287,65,51,12,1,1,34,30,35,0,42,2,2,1,6,19,1,.263,2023
158,157,Bryan Reynolds,PIT,145,574,640,151,91,31,5,24,85,84,53,2,138,7,6,0,13,12,1,.263,2023
159,158,Mike Trout,LAA,82,308,362,81,48,14,1,18,54,44,45,2,104,7,2,0,4,2,0,.263,2023
160,159,Nick Madrigal,CHC,92,270,294,71,52,16,1,2,34,28,10,0,24,9,0,5,3,10,2,.263,2023
161,160,Amed Rosario,- - -,142,510,545,134,95,25,8,6,70,58,29,0,99,3,3,0,15,15,2,.263,2023
162,161,Edward Olivares,KCR,107,354,385,93,54,23,4,12,47,36,22,1,64,7,2,0,7,11,5,.263,2023
163,162,Mark Canha,- - -,139,435,507,114,77,25,1,11,51,62,49,1,79,17,6,0,11,11,1,.262,2023
164,163,Alex Bregman,HOU,161,622,724,163,106,28,4,25,103,98,92,1,87,8,2,0,22,3,1,.262,2023
165,164,Jonny Deluca,LAD,24,42,45,11,8,1,0,2,5,6,3,0,8,0,0,0,0,1,0,.262,2023
166,165,Brandon Drury,LAA,125,485,523,127,68,30,3,26,61,83,25,0,136,8,5,0,14,0,2,.262,2023
167,166,Nathaniel Lowe,TEX,161,623,724,163,105,38,3,17,89,82,93,2,165,5,3,0,22,1,0,.262,2023
168,167,Andrew Benintendi,CHW,151,562,621,147,106,34,2,5,72,45,52,5,89,3,3,1,12,13,2,.262,2023
169,168,Lourdes Gurriel Jr.,ARI,145,551,592,144,83,35,2,24,65,82,33,1,103,6,2,0,20,5,0,.261,2023
170,169,Owen Miller,MIL,90,291,314,76,54,17,0,5,29,27,17,1,61,2,4,0,6,13,2,.261,2023
171,170,Matt Vierling,DET,134,479,530,125,89,21,5,10,63,44,44,1,112,5,1,1,8,6,6,.261,2023
172,171,Will Smith,LAD,126,464,554,121,79,21,2,19,80,76,63,2,89,15,12,0,8,3,0,.261,2023
173,172,Emmanuel Rivera,ARI,86,257,283,67,50,13,0,4,32,29,22,0,56,0,4,0,9,1,0,.261,2023
174,173,Lars Nootbaar,STL,117,426,503,111,73,23,1,14,74,46,72,2,99,1,3,1,7,11,1,.261,2023
175,174,Yoan Moncada,CHW,92,334,357,87,55,20,1,11,39,40,20,0,107,2,1,0,6,1,0,.260,2023
176,175,Max Kepler,MIN,130,438,491,114,66,22,2,24,72,66,45,0,106,4,4,0,9,1,1,.260,2023
177,176,Conner Capel,OAK,32,73,86,19,14,5,0,0,6,3,12,0,25,1,0,0,1,5,3,.260,2023
178,177,Ha-seong Kim,SDP,152,538,626,140,100,23,0,17,84,60,75,1,124,3,5,5,7,38,9,.260,2023
179,178,Keibert Ruiz,WSN,136,523,562,136,94,24,0,18,55,67,31,1,58,6,2,0,13,1,1,.260,2023
180,179,Jordan Westburg,BAL,68,208,228,54,32,17,2,3,26,23,16,0,56,1,3,0,3,4,1,.260,2023
181,180,David Peralta,LAD,133,394,422,102,69,25,1,7,47,55,20,1,72,2,6,0,8,4,1,.259,2023
182,181,Andruw Monasterio,MIL,92,282,315,73,55,14,1,3,38,27,28,0,66,3,2,0,9,7,2,.259,2023
183,182,Victor Caratini,MIL,62,201,226,52,41,4,0,7,23,25,19,0,45,3,3,0,8,1,1,.259,2023
184,183,Brendan Rodgers,COL,46,178,192,46,32,9,1,4,21,20,11,0,41,3,0,0,6,0,0,.258,2023
185,184,Matthew Batten,SDP,43,120,139,31,23,6,0,2,19,11,17,0,30,1,0,1,0,2,2,.258,2023
186,185,Jonah Heim,TEX,131,457,501,118,72,28,0,18,61,95,40,2,96,1,3,0,10,2,0,.258,2023
187,186,Dairon Blanco,KCR,69,124,138,32,18,7,4,3,19,18,10,0,33,2,0,2,2,24,5,.258,2023
188,187,Richie Palacios,STL,32,93,102,24,12,6,0,6,9,16,6,0,11,1,1,1,1,2,0,.258,2023
189,188,Jasson Dominguez,NYY,8,31,33,8,3,1,0,4,6,7,2,0,8,0,0,0,1,1,0,.258,2023
190,189,Andrew Vaughn,CHW,152,566,615,146,93,30,2,21,67,80,36,0,129,11,2,0,15,0,0,.258,2023
191,190,Manny Machado,SDP,138,543,601,140,89,21,0,30,75,91,50,1,109,2,6,0,20,3,2,.258,2023
192,191,George Springer,TOR,154,613,683,158,111,25,1,21,87,72,60,1,125,5,3,0,20,20,5,.258,2023
193,192,Christian Walker,ARI,157,582,661,150,79,36,2,33,86,103,62,3,127,8,8,0,13,11,0,.258,2023
194,193,Teoscar Hernandez,SEA,160,625,678,161,104,29,2,26,70,93,38,2,211,8,7,0,6,7,2,.258,2023
195,194,Miguel Cabrera,DET,98,334,370,86,62,20,0,4,21,34,31,0,74,2,3,0,11,0,0,.257,2023
196,195,Fernando Tatis Jr.,SDP,141,575,635,148,89,33,1,25,91,78,53,0,141,3,3,1,17,29,4,.257,2023
197,196,Bryan De La Cruz,MIA,153,579,626,149,98,32,0,19,60,78,40,0,142,1,5,0,18,4,1,.257,2023
198,197,Anthony Santander,BAL,153,591,656,152,82,41,1,28,81,95,55,1,152,6,4,0,11,5,1,.257,2023
199,198,Willi Castro,MIN,124,358,409,92,60,18,5,9,60,34,34,1,99,12,3,2,5,33,5,.257,2023
200,199,Andrew McCutchen,PIT,112,390,473,100,69,19,0,12,55,43,75,1,100,4,4,0,8,11,3,.256,2023
201,200,LaMonte Wade Jr.,SFG,135,429,519,110,77,14,2,17,64,45,76,3,95,6,4,4,4,2,0,.256,2023
202,201,Spencer Horwitz,TOR,15,39,44,10,7,2,0,1,5,7,4,0,12,1,0,0,1,0,0,.256,2023
203,202,Kyle Farmer,MIN,120,336,369,86,59,14,2,11,49,46,23,0,86,8,2,0,7,2,4,.256,2023
204,203,Jake Fraley,CIN,111,336,380,86,53,18,0,15,41,65,37,2,71,6,1,0,5,21,5,.256,2023
205,204,Tommy Pham,- - -,129,426,481,109,63,27,3,16,55,68,47,1,106,2,6,0,11,22,3,.256,2023
206,205,Sam Huff,TEX,21,43,45,11,6,2,0,3,5,6,2,0,17,0,0,0,1,0,0,.256,2023
207,206,Gunnar Henderson,BAL,150,560,622,143,77,29,9,28,100,82,56,1,159,3,3,0,10,10,3,.255,2023
208,207,Eddie Rosario,ATL,142,478,516,122,74,24,3,21,64,74,34,1,122,1,2,1,13,3,4,.255,2023
209,208,Jorge Polanco,MIN,80,302,343,77,45,18,0,14,38,48,36,0,88,2,3,0,2,4,0,.255,2023
210,209,Tyler Wade,OAK,26,51,55,13,11,1,1,0,8,2,4,0,13,0,0,0,0,4,0,.255,2023
211,210,Salvador Perez,KCR,140,538,580,137,93,21,0,23,59,80,19,6,135,13,8,0,11,0,0,.255,2023
212,211,Dominic Smith,WSN,153,527,586,134,100,21,1,12,57,46,47,1,91,10,2,0,12,1,1,.254,2023
213,212,Francisco Lindor,NYM,160,602,687,153,87,33,2,31,108,98,66,1,137,12,7,0,8,31,4,.254,2023
214,213,Ryan McKenna,BAL,89,122,139,31,22,7,0,2,23,18,9,0,40,3,2,3,4,5,0,.254,2023
215,214,Randy Arozarena,TBR,151,551,654,140,95,19,3,23,95,83,80,1,156,18,5,0,10,22,10,.254,2023
216,215,Esteury Ruiz,OAK,132,449,497,114,84,24,1,5,47,47,20,1,99,16,1,4,7,67,13,.254,2023
217,216,Brandon Belt,TOR,103,339,404,86,44,23,0,19,53,43,61,1,141,2,2,0,5,0,0,.254,2023
218,217,Kevin Newman,CIN,74,225,253,57,38,16,0,3,28,28,17,0,34,4,5,2,7,8,1,.253,2023
219,218,Curtis Mead,TBR,24,83,92,21,16,3,1,1,12,5,7,0,21,2,0,0,3,0,0,.253,2023
220,219,Ezequiel Tovar,COL,153,581,615,147,91,37,4,15,79,73,25,0,166,4,3,2,10,11,5,.253,2023
221,220,Taylor Ward,LAA,97,356,409,90,58,18,0,14,60,47,39,0,80,8,6,0,9,4,2,.253,2023
222,221,Aaron Hicks,- - -,93,269,312,68,50,9,1,8,44,36,42,1,69,0,1,0,3,6,0,.253,2023
223,222,Jesus Sanchez,MIA,125,360,402,91,51,23,3,14,43,52,38,1,107,2,1,1,12,3,1,.253,2023
224,223,Sam Haggerty,SEA,52,91,108,23,18,3,1,1,13,5,15,0,17,1,0,1,0,10,1,.253,2023
225,224,Jarred Kelenic,SEA,105,372,416,94,56,25,2,11,44,49,41,4,132,1,2,0,6,13,5,.253,2023
226,225,Rene Pinto,TBR,39,103,105,26,17,3,0,6,10,16,2,0,34,0,0,0,2,0,0,.252,2023
227,226,Jacob Young,WSN,33,107,121,27,19,7,1,0,9,12,10,0,22,1,0,3,2,13,0,.252,2023
228,227,Mike Tauchman,CHC,108,337,401,85,59,18,0,8,64,48,56,1,86,4,3,1,3,7,1,.252,2023
229,228,Harold Castro,COL,99,258,270,65,51,13,0,1,24,31,9,0,66,0,2,1,5,1,0,.252,2023
230,229,Ildemaro Vargas,WSN,86,262,286,66,47,13,2,4,32,31,19,0,20,1,1,3,10,1,1,.252,2023
